学校名称,平均分,年份,录取批次,招生地址,招生类型,最低分,省份,省控线,考生类别
西安财经大学,518.0,2017,本科二批,广西,普通类,489.0,陕西,387.0,文科
西安财经大学,448.0,2017,本科二批,广西,普通类,418.0,陕西,318.0,理科
西安邮电大学,458.0,2017,本科一批,青海,普通类,429.0,陕西,391.0,理科
西安邮电大学,481.0,2017,本科一批,青海,普通类,480.0,陕西,463.0,文科
西安邮电大学,543.0,2017,本科一批,天津,普通类,533.0,陕西,521.0,理科
西安邮电大学,532.0,2017,本科一批,天津,普通类,531.0,陕西,531.0,文科
西安邮电大学,521.0,2017,本科二批,广西,普通类,504.0,陕西,387.0,文科
西安邮电大学,500.0,2017,本科二批,广西,普通类,460.0,陕西,318.0,理科
西安电力高等专科学校,,2017,专科批,广西,普通类,345.0,陕西,180.0,理科
西安医学院,440.0,2017,本科二批,青海,普通类,424.0,陕西,421.0,文科
西安医学院,404.0,2017,本科二批,青海,普通类,357.0,陕西,356.0,理科
西安医学院,470.0,2017,本科二批,广西,普通类,461.0,陕西,387.0,文科
西安医学院,485.0,2017,本科二批,广西,普通类,447.0,陕西,318.0,理科
西安欧亚学院,340.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安欧亚学院,395.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
西安欧亚学院,367.0,2017,本科二批B段,天津,普通类,358.0,陕西,,理科
西安欧亚学院,416.0,2017,本科二批B段,天津,普通类,406.0,陕西,,文科
西安欧亚学院,424.0,2017,本科二批,广西,普通类,412.0,陕西,387.0,文科
西安欧亚学院,343.0,2017,本科二批,广西,普通类,343.0,陕西,318.0,理科
西安外事学院,401.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
西安外事学院,336.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安外事学院,393.0,2017,本科二批B段,天津,普通类,395.0,陕西,,理科
西安外事学院,398.0,2017,本科二批B段,天津,普通类,406.0,陕西,,文科
西安翻译学院,325.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安翻译学院,389.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
西京学院,410.0,2017,本科三批,青海,普通类,404.0,陕西,382.0,文科
西京学院,344.0,2017,本科三批,青海,普通类,339.0,陕西,328.0,理科
陕西国防工业职业技术学院,263.0,2017,专科批,青海,普通类,263.0,陕西,200.0,文科
陕西国防工业职业技术学院,284.0,2017,专科批,青海,普通类,220.0,陕西,200.0,理科
西安航空职业技术学院,,2017,专科批,青海,普通类,279.0,陕西,200.0,理科
陕西交通职业技术学院,,2017,专科批,广西,普通类,312.0,陕西,180.0,文科
陕西交通职业技术学院,,2017,专科批,广西,普通类,299.0,陕西,180.0,理科
西安思源学院,393.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
西安思源学院,333.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安思源学院,,2017,本科二批,广西,普通类,389.0,陕西,387.0,文科
西安思源学院,,2017,本科二批,广西,普通类,318.0,陕西,318.0,理科
西安思源学院,,2017,专科批,广西,普通类,235.0,陕西,180.0,文科
西安思源学院,,2017,专科批,广西,普通类,234.0,陕西,180.0,理科
陕西国际商贸学院,394.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
陕西国际商贸学院,335.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
陕西服装工程学院,365.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
陕西服装工程学院,355.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
陕西服装工程学院,,2017,本科二批,广西,普通类,387.0,陕西,387.0,文科
陕西服装工程学院,,2017,专科批,广西,普通类,210.0,陕西,180.0,文科
陕西铁路工程职业技术学院,,2017,专科批,广西,普通类,228.0,陕西,180.0,理科
西安交通工程学院,,2017,专科批,青海,普通类,207.0,陕西,200.0,文科
西安交通工程学院,344.0,2017,本科三批,青海,普通类,344.0,陕西,328.0,理科
西安交通工程学院,,2017,专科批,青海,普通类,255.0,陕西,200.0,理科
西安交通大学城市学院,408.0,2017,本科三批,青海,普通类,403.0,陕西,382.0,文科
西安交通大学城市学院,344.0,2017,本科三批,青海,普通类,339.0,陕西,328.0,理科
西安交通大学城市学院,413.0,2017,本科二批B段,天津,普通类,408.0,陕西,,理科
西安交通大学城市学院,438.0,2017,本科二批B段,天津,普通类,430.0,陕西,,文科
西安交通大学城市学院,363.0,2017,本科二批,广西,普通类,328.0,陕西,318.0,理科
西安建筑科技大学华清学院,345.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安建筑科技大学华清学院,408.0,2017,本科三批,青海,普通类,,陕西,382.0,文科
西安建筑科技大学华清学院,389.0,2017,本科二批B段,天津,普通类,398.0,陕西,,理科
西安建筑科技大学华清学院,401.0,2017,本科二批B段,天津,普通类,402.0,陕西,,文科
西安建筑科技大学华清学院,323.0,2017,本科二批,广西,普通类,321.0,陕西,318.0,理科
西安财经大学行知学院,404.0,2017,本科三批,青海,普通类,366.0,陕西,382.0,文科
西安财经大学行知学院,346.0,2017,本科三批,青海,普通类,319.0,陕西,328.0,理科
西安财经大学行知学院,388.0,2017,本科二批B段,天津,普通类,396.0,陕西,,理科
西安财经大学行知学院,386.0,2017,本科二批B段,天津,普通类,401.0,陕西,,文科
西安财经大学行知学院,398.0,2017,本科二批,广西,普通类,392.0,陕西,387.0,文科
西安财经大学行知学院,322.0,2017,本科二批,广西,普通类,318.0,陕西,318.0,理科
西安工商学院,385.0,2017,本科二批B段,天津,普通类,395.0,陕西,,理科
西安工商学院,386.0,2017,本科二批B段,天津,普通类,345.0,陕西,,文科
延安大学西安创新学院,409.0,2017,本科三批,青海,普通类,405.0,陕西,382.0,文科
延安大学西安创新学院,342.0,2017,本科三批,青海,普通类,337.0,陕西,328.0,理科
西安汽车职业大学,347.0,2017,专科批,天津,普通类,340.0,陕西,,理科
西安汽车职业大学,,2017,专科批,天津,普通类,180.0,陕西,,文科
陕西警官职业学院,,2017,专科批,广西,普通类,268.0,陕西,180.0,文科
陕西警官职业学院,,2017,专科批,广西,普通类,233.0,陕西,180.0,理科
西安铁路职业技术学院,,2017,专科批,广西,普通类,239.0,陕西,180.0,理科
汉中职业技术学院,288.0,2017,专科批,青海,普通类,236.0,陕西,200.0,理科
延安职业技术学院,,2017,专科批,广西,普通类,262.0,陕西,180.0,文科
延安职业技术学院,,2017,专科批,广西,普通类,232.0,陕西,180.0,理科
西安理工大学高科学院,336.0,2017,本科三批,青海,普通类,,陕西,328.0,理科
西安科技大学高新学院,403.0,2017,本科三批,青海,普通类,397.0,陕西,382.0,文科
西安科技大学高新学院,336.0,2017,本科三批,青海,普通类,333.0,陕西,328.0,理科
西安科技大学高新学院,373.0,2017,专科批,青海,普通类,365.0,陕西,200.0,文科
西安科技大学高新学院,316.0,2017,专科批,青海,普通类,297.0,陕西,200.0,理科
西安科技大学高新学院,,2017,本科二批B段,天津,普通类,425.0,陕西,,文科
西安科技大学高新学院,,2017,本科二批B段,天津,普通类,407.0,陕西,,理科
陕西学前师范学院,433.0,2017,本科二批,青海,普通类,389.0,陕西,421.0,文科
陕西学前师范学院,358.0,2017,本科二批,青海,普通类,340.0,陕西,356.0,理科
陕西学前师范学院,465.0,2017,本科二批,广西,普通类,456.0,陕西,387.0,文科
陕西学前师范学院,383.0,2017,本科二批,广西,普通类,366.0,陕西,318.0,理科
长春师范高等专科学校,,2017,专科批,广西,普通类,231.0,吉林,180.0,文科
长春师范高等专科学校,,2017,专科批,广西,普通类,229.0,吉林,180.0,理科
吉林大学,,2017,国家专项计划本科批,青海,普通类,426.0,吉林,,理科
吉林大学,503.0,2017,本科一批,青海,普通类,466.0,吉林,463.0,文科
吉林大学,482.0,2017,本科一批,青海,普通类,394.0,吉林,391.0,理科
吉林大学,607.0,2017,本科一批,天津,普通类,600.0,吉林,521.0,理科
吉林大学,593.0,2017,本科一批,天津,普通类,589.0,吉林,531.0,文科
吉林大学,609.0,2017,本科一批,广西,普通类,598.0,吉林,535.0,文科
吉林大学,565.0,2017,本科一批,广西,普通类,540.0,吉林,473.0,理科
延边大学,491.0,2017,本科一批,青海,普通类,463.0,吉林,463.0,文科
延边大学,,2017,国家专项计划本科批,青海,普通类,471.0,吉林,,文科
延边大学,427.0,2017,本科一批,青海,普通类,411.0,吉林,391.0,理科
延边大学,,2017,本科一批,广西,普通类,484.0,吉林,473.0,理科
延边大学,,2017,本科一批,广西,普通类,540.0,吉林,535.0,文科
延边大学,,2017,本科一批,天津,普通类,530.0,吉林,521.0,理科
延边大学,,2017,本科一批,天津,普通类,531.0,吉林,531.0,文科
长春理工大学,417.0,2017,本科一批,青海,普通类,396.0,吉林,391.0,理科
长春理工大学,438.0,2017,国家专项计划本科批,青海,普通类,434.0,吉林,,理科
长春理工大学,482.0,2017,本科一批,青海,普通类,475.0,吉林,463.0,文科
长春理工大学,528.0,2017,本科一批,天津,普通类,522.0,吉林,521.0,理科
长春理工大学,509.0,2017,本科二批,广西,普通类,493.0,吉林,387.0,文科
长春理工大学,495.0,2017,本科一批,广西,普通类,477.0,吉林,473.0,理科
长春理工大学,454.0,2017,本科二批,广西,普通类,428.0,吉林,318.0,理科
东北电力大学,,2017,本科一批,青海,普通类,357.0,吉林,391.0,理科
东北电力大学,381.0,2017,本科二批,青海,普通类,,吉林,356.0,理科
东北电力大学,510.0,2017,本科二批A段,天津,普通类,501.0,吉林,,理科
东北电力大学,501.0,2017,本科二批A段,天津,普通类,491.0,吉林,,文科
东北电力大学,514.0,2017,本科二批,广西,普通类,502.0,吉林,387.0,文科
东北电力大学,463.0,2017,本科二批,广西,普通类,418.0,吉林,318.0,理科
东北电力大学,,2017,专科批,广西,普通类,187.0,吉林,180.0,理科
长春工业大学,468.0,2017,本科二批A段,天津,普通类,463.0,吉林,,理科
长春工业大学,436.0,2017,本科二批A段,天津,中外合作办学,425.0,吉林,,理科
长春工业大学,490.0,2017,本科二批A段,天津,普通类,481.0,吉林,,文科
长春工业大学,492.0,2017,本科二批,广西,普通类,478.0,吉林,387.0,文科
长春工业大学,428.0,2017,本科二批,广西,普通类,409.0,吉林,318.0,理科
吉林建筑大学,,2017,本科二批,广西,普通类,383.0,吉林,318.0,理科
吉林建筑大学,,2017,本科二批A段,天津,普通类,468.0,吉林,,文科
吉林建筑大学,,2017,本科二批A段,天津,普通类,447.0,吉林,,理科
吉林建筑大学,,2017,本科二批A段,天津,中外合作办学,453.0,吉林,,理科
吉林化工学院,367.0,2017,本科二批,青海,普通类,358.0,吉林,356.0,理科
吉林化工学院,377.0,2017,本科二批,广西,普通类,344.0,吉林,318.0,理科
吉林农业大学,369.0,2017,本科二批,青海,普通类,356.0,吉林,356.0,理科
吉林农业大学,448.0,2017,本科二批A段,天津,普通类,439.0,吉林,,理科
吉林农业大学,427.0,2017,本科二批,广西,普通类,378.0,吉林,318.0,理科
长春中医药大学,381.0,2017,本科二批,青海,普通类,381.0,吉林,356.0,理科
长春中医药大学,419.0,2017,本科二批,青海,普通类,,吉林,421.0,文科
长春中医药大学,,2017,本科二批,广西,普通类,502.0,吉林,387.0,文科
长春中医药大学,,2017,本科二批,广西,普通类,428.0,吉林,318.0,理科
长春中医药大学,,2017,本科二批A段,天津,普通类,478.0,吉林,,理科
长春中医药大学,,2017,本科二批A段,天津,普通类,495.0,吉林,,文科
长春中医药大学,,2017,专科批,天津,普通类,370.0,吉林,,文科
长春中医药大学,,2017,专科批,天津,普通类,299.0,吉林,,理科
东北师范大学,507.0,2017,本科一批,青海,普通类,,吉林,463.0,文科
东北师范大学,442.0,2017,本科一批,青海,普通类,,吉林,391.0,理科
东北师范大学,491.0,2017,本科提前批,青海,普通类,,吉林,,理科
东北师范大学,512.0,2017,本科提前批,青海,普通类,,吉林,,文科
东北师范大学,,2017,本科一批,广西,普通类,570.0,吉林,535.0,文科
东北师范大学,,2017,本科一批,广西,普通类,513.0,吉林,473.0,理科
东北师范大学,,2017,本科一批,天津,普通类,593.0,吉林,531.0,文科
东北师范大学,,2017,本科一批,天津,普通类,575.0,吉林,521.0,理科
北华大学,,2017,本科二批,青海,普通类,357.0,吉林,356.0,理科
北华大学,,2017,本科二批,青海,普通类,436.0,吉林,421.0,文科
北华大学,,2017,本科二批,广西,普通类,489.0,吉林,387.0,文科
北华大学,,2017,本科二批,广西,普通类,412.0,吉林,318.0,理科
北华大学,,2017,本科二批A段,天津,普通类,443.0,吉林,,理科
北华大学,,2017,本科二批A段,天津,普通类,478.0,吉林,,文科
通化师范学院,452.0,2017,本科二批A段,天津,普通类,443.0,吉林,,理科
通化师范学院,461.0,2017,本科二批A段,天津,普通类,457.0,吉林,,文科
通化师范学院,429.0,2017,本科二批,广西,普通类,389.0,吉林,387.0,文科
通化师范学院,345.0,2017,本科二批,广西,普通类,326.0,吉林,318.0,理科
吉林师范大学,370.0,2017,本科二批,青海,普通类,322.0,吉林,356.0,理科
吉林师范大学,438.0,2017,本科二批,青海,普通类,430.0,吉林,421.0,文科
吉林师范大学,495.0,2017,本科二批A段,天津,普通类,480.0,吉林,,理科
吉林师范大学,441.0,2017,本科二批A段,天津,中外合作办学,433.0,吉林,,理科
吉林师范大学,499.0,2017,本科二批A段,天津,普通类,490.0,吉林,,文科
吉林师范大学,463.0,2017,本科二批A段,天津,中外合作办学,450.0,吉林,,文科
吉林师范大学,499.0,2017,本科二批,广西,普通类,490.0,吉林,387.0,文科
吉林师范大学,381.0,2017,本科二批,广西,普通类,323.0,吉林,318.0,理科
吉林工程技术师范学院,354.0,2017,本科二批,青海,普通类,353.0,吉林,356.0,理科
吉林工程技术师范学院,421.0,2017,本科二批,青海,普通类,421.0,吉林,421.0,文科
吉林工程技术师范学院,421.0,2017,本科二批A段,天津,普通类,402.0,吉林,,理科
吉林工程技术师范学院,445.0,2017,本科二批A段,天津,普通类,406.0,吉林,,文科
吉林工程技术师范学院,451.0,2017,本科二批,广西,普通类,412.0,吉林,387.0,文科
吉林工程技术师范学院,350.0,2017,本科二批,广西,普通类,318.0,吉林,318.0,理科
长春师范大学,372.0,2017,本科二批,青海,普通类,362.0,吉林,356.0,理科
长春师范大学,446.0,2017,本科二批,青海,普通类,343.0,吉林,421.0,文科
长春师范大学,477.0,2017,本科二批A段,天津,普通类,475.0,吉林,,理科
长春师范大学,489.0,2017,本科二批A段,天津,普通类,484.0,吉林,,文科
长春师范大学,506.0,2017,本科二批,广西,普通类,468.0,吉林,387.0,文科
长春师范大学,432.0,2017,本科二批,广西,普通类,388.0,吉林,318.0,理科
白城师范学院,,2017,本科二批,青海,普通类,429.0,吉林,421.0,文科
白城师范学院,,2017,本科二批,青海,普通类,361.0,吉林,356.0,理科
白城师范学院,437.0,2017,本科二批A段,天津,普通类,430.0,吉林,,理科
白城师范学院,464.0,2017,本科二批A段,天津,普通类,458.0,吉林,,文科
白城师范学院,438.0,2017,本科二批,广西,普通类,412.0,吉林,387.0,文科
白城师范学院,359.0,2017,本科二批,广西,普通类,333.0,吉林,318.0,理科
吉林财经大学,404.0,2017,本科二批,青海,普通类,371.0,吉林,356.0,理科
吉林财经大学,442.0,2017,本科二批,青海,普通类,424.0,吉林,421.0,文科
吉林财经大学,507.0,2017,本科二批A段,天津,普通类,498.0,吉林,,理科
吉林财经大学,509.0,2017,本科二批A段,天津,普通类,500.0,吉林,,文科
吉林财经大学,530.0,2017,本科二批,广西,普通类,503.0,吉林,387.0,文科
吉林财经大学,462.0,2017,本科二批,广西,普通类,435.0,吉林,318.0,理科
辽源职业技术学院,,2017,专科批,青海,普通类,306.0,吉林,200.0,文科
辽源职业技术学院,,2017,专科批,青海,普通类,205.0,吉林,200.0,理科
吉林外国语大学,403.0,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
吉林外国语大学,386.0,2017,本科二批B段,天津,中外合作办学,358.0,吉林,,理科
吉林外国语大学,407.0,2017,本科二批B段,天津,普通类,412.0,吉林,,文科
吉林外国语大学,389.0,2017,本科二批B段,天津,中外合作办学,406.0,吉林,,文科
吉林外国语大学,438.0,2017,本科二批,广西,普通类,390.0,吉林,387.0,文科
吉林外国语大学,401.0,2017,本科二批,广西,普通类,325.0,吉林,318.0,理科
四平职业大学,,2017,专科批,广西,普通类,288.0,吉林,180.0,理科
吉林工商学院,,2017,本科二批,广西,普通类,430.0,吉林,387.0,文科
吉林工商学院,,2017,本科二批,广西,普通类,358.0,吉林,318.0,理科
长春汽车工业高等专科学校,,2017,专科批,青海,普通类,236.0,吉林,200.0,理科
长春汽车工业高等专科学校,,2017,专科批,广西,普通类,219.0,吉林,180.0,理科
长春工程学院,434.0,2017,本科二批,青海,普通类,427.0,吉林,421.0,文科
长春工程学院,,2017,专科批,青海,普通类,334.0,吉林,200.0,文科
长春工程学院,364.0,2017,本科二批,青海,普通类,355.0,吉林,356.0,理科
长春工程学院,,2017,专科批,青海,普通类,221.0,吉林,200.0,理科
长春工程学院,463.0,2017,本科二批A段,天津,普通类,449.0,吉林,,理科
长春工程学院,261.0,2017,专科批,天津,普通类,253.0,吉林,,理科
长春工程学院,474.0,2017,本科二批A段,天津,普通类,464.0,吉林,,文科
长春工程学院,454.0,2017,本科二批,广西,普通类,445.0,吉林,387.0,文科
长春工程学院,397.0,2017,本科二批,广西,普通类,361.0,吉林,318.0,理科
吉林农业科技学院,363.0,2017,本科二批,青海,普通类,354.0,吉林,356.0,理科
吉林农业科技学院,446.0,2017,本科二批,青海,普通类,435.0,吉林,421.0,文科
吉林农业科技学院,,2017,专科批,广西,普通类,198.0,吉林,180.0,理科
吉林农业科技学院,,2017,专科批,广西,普通类,305.0,吉林,180.0,文科
吉林农业科技学院,,2017,本科二批,广西,普通类,413.0,吉林,387.0,文科
吉林农业科技学院,,2017,本科二批,广西,普通类,329.0,吉林,318.0,理科
长春金融高等专科学校,,2017,专科批,青海,普通类,262.0,吉林,200.0,文科
长春金融高等专科学校,,2017,专科批,青海,普通类,254.0,吉林,200.0,理科
长春金融高等专科学校,,2017,专科批,广西,普通类,398.0,吉林,180.0,文科
长春金融高等专科学校,,2017,专科批,广西,普通类,202.0,吉林,180.0,理科
吉林警察学院,464.0,2017,本科二批,广西,普通类,440.0,吉林,387.0,文科
吉林警察学院,393.0,2017,本科二批,广西,普通类,363.0,吉林,318.0,理科
长春大学,358.0,2017,本科二批,青海,普通类,348.0,吉林,356.0,理科
长春大学,428.0,2017,本科二批,青海,普通类,421.0,吉林,421.0,文科
长春大学,467.0,2017,本科二批A段,天津,普通类,462.0,吉林,,理科
长春大学,482.0,2017,本科二批A段,天津,普通类,470.0,吉林,,文科
长春大学,495.0,2017,本科二批,广西,普通类,481.0,吉林,387.0,文科
长春大学,412.0,2017,本科二批,广西,普通类,388.0,吉林,318.0,理科
长春医学高等专科学校,343.0,2017,专科批,天津,普通类,315.0,吉林,,理科
长春医学高等专科学校,389.0,2017,专科批,天津,普通类,389.0,吉林,,文科
长春医学高等专科学校,,2017,专科批,广西,普通类,218.0,吉林,180.0,文科
长春医学高等专科学校,,2017,专科批,广西,普通类,200.0,吉林,180.0,理科
吉林司法警官职业学院,,2017,专科批,广西,普通类,268.0,吉林,180.0,文科
吉林电子信息职业技术学院,,2017,专科批,广西,普通类,180.0,吉林,180.0,理科
长春职业技术学院,,2017,专科批,广西,普通类,250.0,吉林,180.0,理科
长春光华学院,384.0,2017,本科二批B段,天津,普通类,396.0,吉林,,理科
长春光华学院,405.0,2017,本科二批B段,天津,普通类,401.0,吉林,,文科
长春光华学院,,2017,本科二批,广西,普通类,387.0,吉林,387.0,文科
长春光华学院,325.0,2017,本科二批,广西,普通类,325.0,吉林,318.0,理科
长春工业大学人文信息学院,393.0,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
长春工业大学人文信息学院,388.0,2017,本科二批B段,天津,普通类,401.0,吉林,,文科
长春理工大学光电信息学院,,2017,本科三批,青海,普通类,328.0,吉林,382.0,文科
长春理工大学光电信息学院,332.0,2017,本科三批,青海,普通类,328.0,吉林,328.0,理科
长春理工大学光电信息学院,,2017,本科二批B段,天津,普通类,401.0,吉林,,文科
长春理工大学光电信息学院,,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
长春财经学院,,2017,本科三批,青海,普通类,316.0,吉林,328.0,理科
长春财经学院,,2017,本科三批,青海,普通类,335.0,吉林,382.0,文科
长春财经学院,,2017,本科二批,广西,普通类,324.0,吉林,318.0,理科
长春财经学院,,2017,本科二批,广西,普通类,388.0,吉林,387.0,文科
长春财经学院,,2017,本科二批B段,天津,普通类,403.0,吉林,,文科
长春财经学院,,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
吉林建筑科技学院,331.0,2017,本科三批,青海,普通类,328.0,吉林,328.0,理科
吉林建筑科技学院,400.0,2017,本科二批,天津,普通类,,吉林,401.0,文科
吉林建筑科技学院,385.0,2017,本科二批,天津,普通类,,吉林,395.0,理科
长春建筑学院,334.0,2017,本科三批,青海,普通类,329.0,吉林,328.0,理科
长春建筑学院,393.0,2017,本科二批B段,天津,普通类,397.0,吉林,,理科
长春建筑学院,379.0,2017,本科二批B段,天津,普通类,345.0,吉林,,文科
长春建筑学院,395.0,2017,本科二批,广西,普通类,395.0,吉林,387.0,文科
长春建筑学院,330.0,2017,本科二批,广西,普通类,318.0,吉林,318.0,理科
长春科技学院,329.0,2017,本科三批,青海,普通类,,吉林,328.0,理科
长春科技学院,391.0,2017,本科三批,青海,普通类,,吉林,382.0,文科
长春科技学院,,2017,本科二批,广西,普通类,357.0,吉林,318.0,理科
长春科技学院,,2017,本科二批B段,天津,普通类,345.0,吉林,,文科
长春科技学院,,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
吉林师范大学博达学院,,2017,本科三批,青海,普通类,409.0,吉林,382.0,文科
吉林师范大学博达学院,428.0,2017,本科二批B段,天津,普通类,421.0,吉林,,理科
吉林师范大学博达学院,431.0,2017,本科二批B段,天津,普通类,424.0,吉林,,文科
吉林师范大学博达学院,398.0,2017,本科二批,广西,普通类,388.0,吉林,387.0,文科
吉林师范大学博达学院,337.0,2017,本科二批,广西,普通类,323.0,吉林,318.0,理科
长春大学旅游学院,380.0,2017,本科三批,青海,普通类,328.0,吉林,382.0,文科
长春大学旅游学院,380.0,2017,本科二批B段,天津,普通类,395.0,吉林,,理科
长春大学旅游学院,374.0,2017,本科二批B段,天津,普通类,409.0,吉林,,文科
长春大学旅游学院,392.0,2017,本科二批,广西,普通类,387.0,吉林,387.0,文科
长春大学旅游学院,,2017,本科二批,广西,普通类,318.0,吉林,318.0,理科
东北师范大学人文学院,416.0,2017,本科二批B段,天津,普通类,406.0,吉林,,理科
东北师范大学人文学院,432.0,2017,本科二批B段,天津,普通类,419.0,吉林,,文科
东北师范大学人文学院,412.0,2017,本科二批,广西,普通类,409.0,吉林,387.0,文科
吉林医药学院,371.0,2017,本科二批,青海,普通类,361.0,吉林,356.0,理科
吉林医药学院,411.0,2017,本科二批,广西,普通类,411.0,吉林,387.0,文科
吉林医药学院,432.0,2017,本科二批,广西,普通类,390.0,吉林,318.0,理科
白城医学高等专科学校,294.0,2017,专科批,天津,普通类,294.0,吉林,,文科
白城医学高等专科学校,,2017,专科批,广西,普通类,197.0,吉林,180.0,文科
白城医学高等专科学校,,2017,专科批,广西,普通类,197.0,吉林,180.0,理科
吉林铁道职业技术学院,,2017,专科批,青海,普通类,313.0,吉林,200.0,理科
吉林铁道职业技术学院,,2017,专科批,广西,普通类,240.0,吉林,180.0,文科
吉林铁道职业技术学院,,2017,专科批,广西,普通类,214.0,吉林,180.0,理科
厦门大学,499.0,2017,国家专项计划本科批,青海,普通类,485.0,福建,,理科
厦门大学,567.0,2017,本科一批,青海,普通类,536.0,福建,463.0,文科
厦门大学,499.0,2017,本科一批,青海,普通类,392.0,福建,391.0,理科
厦门大学,524.0,2017,本科提前批,青海,普通类,,福建,,理科
厦门大学,539.0,2017,本科提前批,青海,普通类,,福建,,文科
厦门大学,632.0,2017,本科一批,天津,普通类,619.0,福建,521.0,理科
厦门大学,612.0,2017,本科一批,天津,普通类,605.0,福建,531.0,文科
厦门大学,629.0,2017,本科一批,广西,普通类,620.0,福建,535.0,文科
厦门大学,599.0,2017,本科一批,广西,普通类,571.0,福建,473.0,理科
华侨大学,497.0,2017,本科一批,青海,普通类,479.0,福建,463.0,文科
华侨大学,429.0,2017,本科一批,青海,普通类,392.0,福建,391.0,理科
华侨大学,543.0,2017,本科一批,天津,普通类,538.0,福建,521.0,理科
华侨大学,552.0,2017,本科一批,天津,普通类,542.0,福建,531.0,文科
华侨大学,580.0,2017,本科一批,广西,普通类,570.0,福建,535.0,文科
华侨大学,536.0,2017,本科一批,广西,普通类,508.0,福建,473.0,理科
福州大学,573.0,2017,本科一批,天津,普通类,567.0,福建,521.0,理科
福州大学,567.0,2017,本科一批,天津,普通类,564.0,福建,531.0,文科
福州大学,591.0,2017,本科一批,广西,普通类,578.0,福建,535.0,文科
福州大学,549.0,2017,本科一批,广西,普通类,536.0,福建,473.0,理科
福建工程学院,424.0,2017,本科二批A段,天津,普通类,399.0,福建,,理科
福建工程学院,512.0,2017,本科二批,广西,普通类,489.0,福建,387.0,文科
福建工程学院,390.0,2017,本科二批,广西,普通类,319.0,福建,318.0,理科
福建农林大学,376.0,2017,本科二批,青海,普通类,359.0,福建,356.0,理科
福建农林大学,448.0,2017,本科二批A段,天津,普通类,437.0,福建,,理科
福建农林大学,496.0,2017,本科二批A段,天津,普通类,486.0,福建,,文科
福建农林大学,510.0,2017,本科二批,广西,普通类,498.0,福建,387.0,文科
福建农林大学,495.0,2017,本科一批,广西,普通类,481.0,福建,473.0,理科
福建农林大学,464.0,2017,本科二批,广西,普通类,440.0,福建,318.0,理科
集美大学,434.0,2017,本科提前批,天津,普通类,414.0,福建,,理科
集美大学,412.0,2017,本科二批,青海,普通类,372.0,福建,356.0,理科
集美大学,489.0,2017,本科二批,青海,普通类,464.0,福建,421.0,文科
集美大学,389.0,2017,本科提前批,广西,普通类,335.0,福建,,理科
集美大学,505.0,2017,本科二批A段,天津,普通类,495.0,福建,,理科
集美大学,519.0,2017,本科二批A段,天津,普通类,516.0,福建,,文科
集美大学,562.0,2017,本科二批,广西,普通类,543.0,福建,387.0,文科
集美大学,487.0,2017,本科二批,广西,普通类,474.0,福建,318.0,理科
福建医科大学,455.0,2017,本科二批,青海,普通类,444.0,福建,356.0,理科
福建医科大学,549.0,2017,本科二批A段,天津,普通类,547.0,福建,,理科
福建医科大学,536.0,2017,本科二批,广西,普通类,510.0,福建,387.0,文科
福建医科大学,485.0,2017,本科二批,广西,普通类,440.0,福建,318.0,理科
福建中医药大学,552.0,2017,本科二批,广西,普通类,529.0,福建,387.0,文科
福建中医药大学,480.0,2017,本科二批,广西,普通类,444.0,福建,318.0,理科
福建师范大学,483.0,2017,本科二批A段,天津,普通类,478.0,福建,,理科
福建师范大学,522.0,2017,本科二批A段,天津,普通类,520.0,福建,,文科
福建师范大学,578.0,2017,本科一批,广西,普通类,564.0,福建,535.0,文科
福建师范大学,549.0,2017,本科二批,广西,普通类,538.0,福建,387.0,文科
福建师范大学,518.0,2017,本科一批,广西,普通类,502.0,福建,473.0,理科
福建师范大学,488.0,2017,本科二批,广西,普通类,469.0,福建,318.0,理科
闽江学院,365.0,2017,本科二批,青海,普通类,359.0,福建,356.0,理科
闽江学院,450.0,2017,本科二批,青海,普通类,431.0,福建,421.0,文科
闽江学院,443.0,2017,本科二批A段,天津,普通类,435.0,福建,,理科
闽江学院,469.0,2017,本科二批A段,天津,普通类,460.0,福建,,文科
闽江学院,516.0,2017,本科二批,广西,普通类,496.0,福建,387.0,文科
闽江学院,451.0,2017,本科二批,广西,普通类,428.0,福建,318.0,理科
武夷学院,364.0,2017,本科二批,青海,普通类,363.0,福建,356.0,理科
武夷学院,448.0,2017,本科二批,青海,普通类,445.0,福建,421.0,文科
