学校名称,平均分,年份,录取批次,招生地址,招生类型,最低分,省份,省控线,考生类别
广州航海学院,437.0,2014,本科提前批,天津,普通类,,广东,,理科
广州航海学院,429.0,2014,本科提前批,广西,普通类,,广东,,理科
中山大学,599.0,2014,本科一批,天津,普通类,591.0,广东,,文科
中山大学,630.0,2014,本科一批,天津,普通类,613.0,广东,,理科
中山大学,634.0,2014,本科一批,广西,普通类,626.0,广东,,文科
中山大学,638.0,2014,本科一批,广西,普通类,624.0,广东,,理科
中山大学,588.0,2014,本科一批,青海,普通类,575.0,广东,,文科
中山大学,578.0,2014,本科一批,青海,普通类,562.0,广东,,理科
暨南大学,560.0,2014,本科三批,广西,普通类,,广东,,文科
暨南大学,587.0,2014,本科一批,天津,普通类,,广东,,理科
暨南大学,579.0,2014,本科一批,天津,普通类,,广东,,文科
暨南大学,524.0,2014,本科三批,广西,普通类,,广东,,理科
暨南大学,542.0,2014,本科一批,青海,普通类,,广东,,理科
暨南大学,546.0,2014,本科一批,青海,普通类,,广东,,文科
暨南大学,611.0,2014,本科一批,广西,普通类,,广东,,文科
暨南大学,606.0,2014,本科一批,广西,普通类,,广东,,理科
汕头大学,584.0,2014,本科一批,广西,普通类,575.0,广东,,理科
汕头大学,593.0,2014,本科一批,广西,普通类,589.0,广东,,文科
汕头大学,367.0,2014,本科一批,广西,普通类,325.0,广东,,艺术类
华南理工大学,609.0,2014,本科一批,天津,普通类,602.0,广东,,理科
华南理工大学,608.0,2014,本科一批,广西,普通类,596.0,广东,,文科
华南理工大学,562.0,2014,本科一批,青海,普通类,533.0,广东,,理科
华南理工大学,635.0,2014,本科一批,广西,普通类,617.0,广东,,理科
华南理工大学,534.0,2014,本科一批,青海,普通类,523.0,广东,,文科
华南农业大学,516.0,2014,本科二批,天津,普通类,,广东,,理科
华南农业大学,579.0,2014,本科一批,广西,普通类,,广东,,文科
华南农业大学,549.0,2014,本科一批,广西,普通类,,广东,,理科
广东海洋大学,440.0,2014,本科二批,天津,普通类,,广东,,理科
广东海洋大学,548.0,2014,本科二批,广西,普通类,,广东,,文科
广东海洋大学,513.0,2014,本科二批,广西,普通类,,广东,,理科
广东海洋大学,437.0,2014,本科提前批,广西,普通类,,广东,,理科
广州医科大学,596.0,2014,本科一批,广西,普通类,587.0,广东,,理科
广东医科大学,448.0,2014,本科二批,天津,普通类,443.0,广东,,理科
广东医科大学,454.0,2014,本科二批,天津,普通类,454.0,广东,,文科
广东医科大学,529.0,2014,本科二批,广西,普通类,502.0,广东,,文科
广东医科大学,554.0,2014,本科二批,广西,普通类,504.0,广东,,理科
广州中医药大学,557.0,2014,本科一批,天津,普通类,,广东,,文科
广州中医药大学,552.0,2014,本科一批,天津,普通类,,广东,,理科
广州中医药大学,593.0,2014,本科一批,广西,普通类,,广东,,文科
广州中医药大学,574.0,2014,本科一批,广西,普通类,,广东,,理科
广州中医药大学,478.0,2014,本科一批,青海,普通类,,广东,,理科
广东药科大学,531.0,2014,本科二批,广西,普通类,,广东,,理科
华南师范大学,593.0,2014,本科一批,广西,普通类,,广东,,文科
华南师范大学,591.0,2014,本科一批,广西,普通类,,广东,,理科
惠州学院,439.0,2014,本科二批,天津,普通类,,广东,,理科
韩山师范学院,448.0,2014,本科二批,广西,普通类,,广东,,理科
惠州学院,526.0,2014,本科二批,广西,普通类,,广东,,文科
惠州学院,490.0,2014,本科二批,广西,普通类,,广东,,理科
韩山师范学院,499.0,2014,本科二批,广西,普通类,,广东,,文科
岭南师范学院,468.0,2014,本科二批,广西,普通类,,广东,,理科
岭南师范学院,523.0,2014,本科二批,广西,普通类,,广东,,文科
肇庆学院,439.0,2014,本科二批,青海,普通类,427.0,广东,,文科
肇庆学院,514.0,2014,本科二批,广西,普通类,504.0,广东,,文科
肇庆学院,384.0,2014,本科二批,青海,普通类,368.0,广东,,理科
肇庆学院,459.0,2014,本科二批,广西,普通类,440.0,广东,,理科
嘉应学院,444.0,2014,本科二批,广西,普通类,,广东,,理科
肇庆学院,90.0,2014,本科提前批,广西,普通类,84.0,广东,,体育类
广东技术师范大学,502.0,2014,本科二批,广西,普通类,,广东,,理科
深圳大学,594.0,2014,本科一批,广西,普通类,587.0,广东,,理科
深圳大学,604.0,2014,本科一批,广西,普通类,597.0,广东,,文科
广东财经大学,498.0,2014,本科二批,天津,普通类,,广东,,文科
广东财经大学,504.0,2014,本科二批,天津,普通类,,广东,,理科
广东财经大学,455.0,2014,本科二批,青海,普通类,,广东,,文科
广东财经大学,554.0,2014,本科二批,广西,普通类,,广东,,理科
广东财经大学,557.0,2014,本科二批,广西,普通类,,广东,,文科
广东财经大学,461.0,2014,本科二批,青海,普通类,,广东,,理科
广东白云学院,430.0,2014,本科三批,广西,普通类,423.0,广东,,文科
广东白云学院,387.0,2014,本科三批,广西,普通类,365.0,广东,,理科
广州大学,597.0,2014,本科一批,广西,普通类,,广东,,文科
广州大学,569.0,2014,本科一批,广西,普通类,,广东,,理科
广东警官学院,547.0,2014,本科二批,广西,普通类,,广东,,文科
广东警官学院,520.0,2014,本科二批,广西,普通类,,广东,,理科
仲恺农业工程学院,518.0,2014,本科二批,广西,普通类,,广东,,文科
仲恺农业工程学院,454.0,2014,本科二批,广西,普通类,,广东,,理科
五邑大学,533.0,2014,本科二批,广西,普通类,,广东,,文科
五邑大学,503.0,2014,本科二批,广西,普通类,,广东,,理科
广东金融学院,490.0,2014,本科二批,天津,普通类,,广东,,文科
广东金融学院,483.0,2014,本科二批,天津,普通类,,广东,,理科
广东金融学院,565.0,2014,本科二批,广西,普通类,,广东,,文科
广东金融学院,541.0,2014,本科二批,广西,普通类,,广东,,理科
广东金融学院,458.0,2014,本科二批,青海,普通类,,广东,,文科
广东金融学院,470.0,2014,本科二批,青海,普通类,,广东,,理科
广东石油化工学院,442.0,2014,本科二批,天津,普通类,,广东,,理科
广东石油化工学院,489.0,2014,本科二批,广西,普通类,,广东,,文科
广东石油化工学院,473.0,2014,本科二批,广西,普通类,,广东,,理科
广东工业大学,569.0,2014,本科一批,广西,普通类,556.0,广东,,理科
广东工业大学,579.0,2014,本科一批,广西,普通类,569.0,广东,,文科
广东外语外贸大学,591.0,2014,本科一批,广西,普通类,,广东,,理科
广东外语外贸大学,604.0,2014,本科一批,广西,普通类,,广东,,文科
佛山科学技术学院,471.0,2014,本科二批,广西,普通类,462.0,广东,,理科
佛山科学技术学院,495.0,2014,本科二批,广西,普通类,464.0,广东,,文科
广东培正学院,450.0,2014,本科三批,广西,普通类,,广东,,文科
南方医科大学,581.0,2014,本科一批,天津,普通类,,广东,,理科
广东培正学院,377.0,2014,本科三批,广西,普通类,,广东,,理科
南方医科大学,545.0,2014,本科一批,天津,普通类,,广东,,文科
南方医科大学,610.0,2014,本科一批,广西,普通类,,广东,,理科
南方医科大学,575.0,2014,本科一批,广西,普通类,,广东,,文科
南方医科大学,455.0,2014,本科一批,青海,普通类,,广东,,理科
广东东软学院,269.0,2014,本科三批,广西,普通类,221.0,广东,,理科
广东东软学院,375.0,2014,本科三批,广西,普通类,335.0,广东,,文科
华南理工大学广州学院,423.0,2014,本科三批,广西,普通类,411.0,广东,,理科
华南理工大学广州学院,473.0,2014,本科三批,广西,普通类,465.0,广东,,文科
广州大学华软软件学院,444.0,2014,本科三批,广西,普通类,,广东,,文科
广州大学华软软件学院,411.0,2014,本科三批,广西,普通类,,广东,,理科
中山大学南方学院,469.0,2014,本科三批,广西,普通类,461.0,广东,,文科
中山大学南方学院,418.0,2014,本科三批,广西,普通类,404.0,广东,,理科
广东外语外贸大学南国商学院,471.0,2014,本科三批,广西,普通类,,广东,,文科
广东财经大学华商学院,455.0,2014,本科三批,广西,普通类,,广东,,文科
广东财经大学华商学院,408.0,2014,本科三批,广西,普通类,,广东,,理科
广东外语外贸大学南国商学院,348.0,2014,本科三批,广西,普通类,,广东,,理科
华南农业大学珠江学院,417.0,2014,本科三批,广西,普通类,404.0,广东,,文科
广东海洋大学寸金学院,,2014,本科三批,广西,普通类,,广东,,理科
广东海洋大学寸金学院,,2014,本科三批,广西,普通类,,广东,,文科
华南农业大学珠江学院,362.0,2014,本科三批,广西,普通类,331.0,广东,,理科
北京师范大学珠海分校,470.0,2014,本科二批,青海,普通类,447.0,广东,,文科
广东女子职业技术学院,375.0,2014,专科批,广西,普通类,298.0,广东,,文科
北京师范大学珠海分校,468.0,2014,本科二批,广西,普通类,446.0,广东,,理科
广东技术师范大学天河学院,359.0,2014,本科三批,广西,普通类,,广东,,理科
广东女子职业技术学院,329.0,2014,专科批,广西,普通类,259.0,广东,,理科
北京师范大学珠海分校,531.0,2014,本科二批,广西,普通类,514.0,广东,,文科
广东技术师范大学天河学院,420.0,2014,本科三批,广西,普通类,,广东,,文科
北京师范大学珠海分校,326.0,2014,本科提前批,青海,普通类,,广东,,文科
北京师范大学珠海分校,512.0,2014,本科二批,天津,普通类,512.0,广东,,文科
广东工业大学华立学院,380.0,2014,本科三批,广西,普通类,,广东,,理科
广州商学院,520.0,2014,本科二批,广西,普通类,,广东,,文科
广东工业大学华立学院,448.0,2014,本科三批,广西,普通类,,广东,,文科
广州大学松田学院,448.0,2014,本科三批,广西,普通类,,广东,,文科
广州大学松田学院,388.0,2014,本科三批,广西,普通类,,广东,,理科
广州商学院,471.0,2014,本科二批,广西,普通类,,广东,,理科
北京理工大学珠海学院,418.0,2014,本科三批,广西,普通类,,广东,,理科
北京理工大学珠海学院,,2014,本科三批,天津,普通类,370.0,广东,,理科
北京理工大学珠海学院,,2014,本科三批,天津,普通类,390.0,广东,,文科
北京理工大学珠海学院,349.0,2014,本科二批,青海,普通类,345.0,广东,,理科
北京理工大学珠海学院,,2014,本科二批,广西,普通类,405.0,广东,,理科
北京理工大学珠海学院,473.0,2014,本科三批,广西,普通类,,广东,,文科
北京理工大学珠海学院,,2014,本科三批,青海,普通类,391.0,广东,,文科
北京理工大学珠海学院,403.0,2014,本科二批,青海,普通类,391.0,广东,,文科
北京理工大学珠海学院,386.0,2014,本科二批,天津,普通类,370.0,广东,,理科
北京理工大学珠海学院,,2014,本科三批,青海,普通类,345.0,广东,,理科
北京理工大学珠海学院,,2014,本科二批,广西,普通类,462.0,广东,,文科
吉林大学珠海学院,369.0,2014,本科三批,天津,普通类,,广东,,理科
吉林大学珠海学院,401.0,2014,本科三批,天津,普通类,,广东,,文科
北京理工大学珠海学院,411.0,2014,本科二批,天津,普通类,390.0,广东,,文科
吉林大学珠海学院,483.0,2014,本科三批,广西,普通类,,广东,,文科
吉林大学珠海学院,413.0,2014,本科三批,广西,普通类,,广东,,理科
吉林大学珠海学院,408.0,2014,本科三批,青海,普通类,,广东,,文科
吉林大学珠海学院,351.0,2014,本科三批,青海,普通类,,广东,,理科
广州工商学院,,2014,专科批,广西,普通类,372.0,广东,,文科
广州工商学院,,2014,专科批,广西,普通类,323.0,广东,,理科
广东科技学院,435.0,2014,本科三批,广西,普通类,,广东,,文科
东莞理工学院城市学院,356.0,2014,本科三批,广西,普通类,,广东,,理科
广东科技学院,373.0,2014,本科三批,广西,普通类,,广东,,理科
东莞理工学院城市学院,436.0,2014,本科三批,广西,普通类,,广东,,文科
中山大学新华学院,454.0,2014,本科三批,广西,普通类,440.0,广东,,文科
中山大学新华学院,391.0,2014,本科三批,广西,普通类,367.0,广东,,理科
广州铁路职业技术学院,388.0,2014,专科批,广西,普通类,336.0,广东,,文科
广州铁路职业技术学院,380.0,2014,专科批,广西,普通类,296.0,广东,,理科
广东第二师范学院,536.0,2014,本科二批,广西,普通类,,广东,,文科
广东第二师范学院,460.0,2014,本科二批,广西,普通类,,广东,,理科
北京师范大学-香港浸会大学联合国际学院,539.0,2014,本科一批,天津,普通类,,广东,,理科
北京师范大学-香港浸会大学联合国际学院,541.0,2014,本科一批,天津,普通类,,广东,,文科
北京师范大学-香港浸会大学联合国际学院,562.0,2014,本科一批,广西,普通类,,广东,,文科
北京师范大学-香港浸会大学联合国际学院,535.0,2014,本科一批,广西,普通类,,广东,,理科
山西大学,497.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西大学,506.0,2014,本科二批,天津,普通类,,山西,462.0,文科
太原科技大学,482.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西大学,529.0,2014,本科一批,广西,普通类,,山西,520.0,理科
山西大学,555.0,2014,本科一批,广西,普通类,,山西,550.0,文科
太原科技大学,464.0,2014,本科二批,天津,普通类,,山西,439.0,理科
太原科技大学,509.0,2014,本科一批,天津,普通类,,山西,516.0,理科
太原科技大学,516.0,2014,本科二批,广西,普通类,,山西,463.0,文科
太原科技大学,474.0,2014,本科二批,广西,普通类,,山西,407.0,理科
中北大学,486.0,2014,本科二批,天津,普通类,,山西,462.0,文科
太原科技大学,388.0,2014,本科二批,青海,普通类,,山西,362.0,理科
中北大学,523.0,2014,本科一批,天津,普通类,,山西,523.0,文科
中北大学,526.0,2014,本科一批,天津,普通类,,山西,516.0,理科
中北大学,474.0,2014,本科二批,天津,普通类,,山西,439.0,理科
中北大学,555.0,2014,本科一批,广西,普通类,,山西,550.0,文科
中北大学,472.0,2014,本科一批,青海,普通类,,山西,473.0,文科
中北大学,533.0,2014,本科一批,广西,普通类,,山西,520.0,理科
中北大学,433.0,2014,本科一批,青海,普通类,,山西,406.0,理科
太原理工大学,,2014,本科一批,天津,普通类,523.0,山西,523.0,文科
太原理工大学,,2014,本科一批,天津,普通类,538.0,山西,516.0,理科
太原理工大学,,2014,本科一批,广西,普通类,539.0,山西,520.0,理科
太原理工大学,,2014,本科一批,青海,普通类,406.0,山西,406.0,理科
山西农业大学,452.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西农业大学,479.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西农业大学,445.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西农业大学,515.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西农业大学,441.0,2014,本科二批,青海,普通类,,山西,426.0,文科
山西医科大学,487.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西医科大学,577.0,2014,本科一批,天津,普通类,,山西,516.0,理科
山西农业大学,415.0,2014,本科二批,青海,普通类,,山西,362.0,理科
山西医科大学,506.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西医科大学,509.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西医科大学,442.0,2014,本科二批,青海,普通类,,山西,426.0,文科
山西医科大学,520.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西医科大学,413.0,2014,本科二批,青海,普通类,,山西,362.0,理科
山西医科大学汾阳学院,,2014,本科二批,青海,普通类,429.0,山西,426.0,文科
山西医科大学汾阳学院,,2014,本科二批,广西,普通类,504.0,山西,463.0,文科
山西医科大学汾阳学院,,2014,专科批,天津,普通类,269.0,山西,,理科
山西医科大学汾阳学院,,2014,专科批,天津,普通类,300.0,山西,,文科
山西医科大学汾阳学院,,2014,专科批,青海,普通类,366.0,山西,,文科
山西医科大学汾阳学院,,2014,本科二批,广西,普通类,476.0,山西,407.0,理科
山西医科大学汾阳学院,,2014,专科批,青海,普通类,316.0,山西,,理科
山西医科大学汾阳学院,,2014,专科批,广西,普通类,406.0,山西,,文科
山西医科大学汾阳学院,,2014,专科批,广西,普通类,394.0,山西,,理科
山西医科大学汾阳学院,,2014,本科二批,青海,普通类,370.0,山西,362.0,理科
长治医学院,481.0,2014,本科二批,天津,普通类,,山西,439.0,理科
长治医学院,469.0,2014,本科二批,天津,普通类,,山西,462.0,文科
长治医学院,482.0,2014,本科二批,广西,普通类,,山西,407.0,理科
长治医学院,393.0,2014,本科二批,青海,普通类,,山西,362.0,理科
长治医学院,422.0,2014,本科二批,青海,普通类,,山西,426.0,文科
长治医学院,466.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西师范大学,489.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西师范大学,465.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西师范大学,506.0,2014,本科二批,广西,普通类,,山西,463.0,文科
太原师范学院,488.0,2014,本科二批,天津,普通类,,山西,462.0,文科
太原师范学院,482.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西师范大学,447.0,2014,本科二批,广西,普通类,,山西,407.0,理科
太原师范学院,425.0,2014,本科二批,广西,普通类,,山西,407.0,理科
太原师范学院,493.0,2014,本科二批,广西,普通类,,山西,463.0,文科
太原师范学院,380.0,2014,本科二批,青海,普通类,,山西,362.0,理科
山西大同大学,470.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西大同大学,442.0,2014,本科二批,天津,普通类,,山西,439.0,理科
太原师范学院,441.0,2014,本科二批,青海,普通类,,山西,426.0,文科
山西大同大学,488.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西大同大学,460.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西大同大学,465.0,2014,本科二批,青海,普通类,,山西,426.0,文科
山西大同大学,381.0,2014,本科二批,青海,普通类,,山西,362.0,理科
晋中学院,433.0,2014,本科二批,天津,普通类,,山西,439.0,理科
晋中学院,458.0,2014,本科二批,天津,普通类,,山西,462.0,文科
晋中学院,474.0,2014,本科二批,广西,普通类,,山西,463.0,文科
晋中学院,416.0,2014,本科二批,广西,普通类,,山西,407.0,理科
运城学院,424.0,2014,本科二批,广西,普通类,,山西,407.0,理科
运城学院,429.0,2014,本科二批,青海,普通类,,山西,426.0,文科
忻州师范学院,438.0,2014,本科二批,天津,普通类,,山西,439.0,理科
忻州师范学院,438.0,2014,本科二批,广西,普通类,,山西,407.0,理科
长治学院,369.0,2014,本科二批,青海,普通类,,山西,362.0,理科
长治学院,436.0,2014,本科二批,青海,普通类,,山西,426.0,文科
忻州师范学院,462.0,2014,本科二批,天津,普通类,,山西,462.0,文科
运城学院,473.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西财经大学,511.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西财经大学,513.0,2014,本科二批,天津,普通类,,山西,462.0,文科
忻州师范学院,476.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西财经大学,543.0,2014,本科一批,广西,普通类,,山西,520.0,理科
山西财经大学,563.0,2014,本科一批,广西,普通类,,山西,550.0,文科
山西财经大学,489.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西财经大学,516.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西财经大学,483.0,2014,本科一批,青海,普通类,,山西,473.0,文科
山西中医药大学,494.0,2014,本科二批,天津,普通类,,山西,462.0,文科
山西中医药大学,464.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西财经大学,451.0,2014,本科一批,青海,普通类,,山西,406.0,理科
山西中医药大学,526.0,2014,本科二批,广西,普通类,,山西,463.0,文科
山西中医药大学,443.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西中医药大学,376.0,2014,本科二批,青海,普通类,,山西,362.0,理科
山西中医药大学,447.0,2014,本科二批,青海,普通类,,山西,426.0,文科
吕梁学院,450.0,2014,本科二批,天津,普通类,,山西,462.0,文科
吕梁学院,429.0,2014,本科二批,天津,普通类,,山西,439.0,理科
吕梁学院,477.0,2014,本科二批,广西,普通类,,山西,463.0,文科
吕梁学院,432.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西农业大学信息学院,392.0,2014,本科三批,青海,普通类,,山西,386.0,文科
山西农业大学信息学院,339.0,2014,本科三批,青海,普通类,,山西,330.0,理科
太原理工大学现代科技学院,379.0,2014,本科三批,天津,普通类,,山西,353.0,理科
山西农业大学信息学院,361.0,2014,本科三批,天津,普通类,,山西,366.0,文科
山西农业大学信息学院,346.0,2014,本科三批,天津,普通类,,山西,353.0,理科
山西师范大学现代文理学院,364.0,2014,本科三批,天津,普通类,,山西,353.0,理科
山西师范大学现代文理学院,355.0,2014,本科三批,天津,普通类,,山西,366.0,文科
中北大学信息商务学院,380.0,2014,本科三批,广西,普通类,,山西,326.0,理科
太原科技大学华科学院,440.0,2014,本科三批,广西,普通类,,山西,404.0,文科
中北大学信息商务学院,369.0,2014,本科三批,天津,普通类,,山西,353.0,理科
中北大学信息商务学院,416.0,2014,本科三批,广西,普通类,,山西,404.0,文科
太原科技大学华科学院,342.0,2014,本科三批,广西,普通类,,山西,326.0,理科
中北大学信息商务学院,383.0,2014,本科三批,天津,普通类,,山西,366.0,文科
太原科技大学华科学院,401.0,2014,本科三批,天津,普通类,,山西,366.0,文科
太原科技大学华科学院,376.0,2014,本科三批,天津,普通类,,山西,353.0,理科
山西财经大学华商学院,420.0,2014,本科三批,天津,普通类,,山西,366.0,文科
山西财经大学华商学院,407.0,2014,本科三批,天津,普通类,,山西,353.0,理科
太原工业学院,455.0,2014,本科二批,天津,普通类,,山西,439.0,理科
太原工业学院,476.0,2014,本科二批,天津,普通类,,山西,462.0,文科
太原工业学院,437.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西传媒学院,491.0,2014,本科二批,广西,普通类,463.0,山西,463.0,文科
太原工业学院,383.0,2014,本科二批,青海,普通类,,山西,362.0,理科
山西传媒学院,415.0,2014,本科二批,广西,普通类,,山西,407.0,理科
山西传媒学院,432.0,2014,本科二批,天津,普通类,,山西,439.0,理科
山西传媒学院,471.0,2014,本科二批,天津,普通类,452.0,山西,462.0,文科
南京大学,618.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京大学,632.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
南京大学,653.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京大学,652.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京大学,614.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
苏州大学,564.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
苏州大学,561.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京大学,606.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
苏州大学,509.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
苏州大学,594.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
东南大学,619.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
苏州大学,580.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
东南大学,620.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
东南大学,587.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
东南大学,580.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京航空航天大学,600.0,2014,本科一批,天津,普通类,593.0,江苏,516.0,理科
苏州大学,525.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
南京航空航天大学,597.0,2014,本科一批,广西,普通类,580.0,江苏,520.0,理科
江苏科技大学,486.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京理工大学,585.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京理工大学,585.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
江苏科技大学,571.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
江苏科技大学,494.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
南京航空航天大学,539.0,2014,本科一批,青海,普通类,471.0,江苏,406.0,理科
南京理工大学,513.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
江苏科技大学,487.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
江苏科技大学,543.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
江苏科技大学,442.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
江苏科技大学,499.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
南京工业大学,532.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京工业大学,539.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京工业大学,559.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京工业大学,559.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
常州大学,460.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
常州大学,526.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
常州大学,482.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
常州大学,520.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
常州大学,482.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
南京邮电大学,532.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
常州大学,448.0,2014,本科二批,青海,普通类,,江苏,426.0,文科
南京邮电大学,553.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
常州大学,390.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
南京邮电大学,576.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
南京邮电大学,503.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
南京邮电大学,570.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京邮电大学,470.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
河海大学,576.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
河海大学,567.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
河海大学,581.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
河海大学,588.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
河海大学,532.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
河海大学,475.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
江南大学,562.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
江南大学,568.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
江南大学,540.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京林业大学,499.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
江南大学,488.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京林业大学,476.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南京林业大学,545.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南京林业大学,514.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
江苏大学,553.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京林业大学,487.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
江苏大学,555.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京林业大学,451.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
江苏大学,516.0,2014,本科三批,广西,普通类,,江苏,326.0,理科
江苏大学,557.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
江苏大学,565.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
南京信息工程大学,549.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
江苏大学,436.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京信息工程大学,541.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京信息工程大学,549.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京信息工程大学,490.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
南京信息工程大学,481.0,2014,本科一批,青海,普通类,,江苏,473.0,文科
南通大学,472.0,2014,本科二批,天津,普通类,,江苏,462.0,文科
南通大学,469.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
南通大学,537.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
南通大学,495.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
南通大学,388.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
盐城工学院,437.0,2014,本科二批,天津,普通类,,江苏,439.0,理科
盐城工学院,509.0,2014,本科二批,广西,普通类,,江苏,463.0,文科
盐城工学院,466.0,2014,本科二批,广西,普通类,,江苏,407.0,理科
盐城工学院,372.0,2014,本科二批,青海,普通类,,江苏,362.0,理科
南京农业大学,558.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京农业大学,556.0,2014,本科一批,天津,普通类,,江苏,523.0,文科
南京农业大学,581.0,2014,本科一批,广西,普通类,,江苏,550.0,文科
南京农业大学,549.0,2014,本科一批,广西,普通类,,江苏,520.0,理科
南京医科大学,560.0,2014,本科一批,天津,普通类,,江苏,516.0,理科
南京农业大学,464.0,2014,本科一批,青海,普通类,,江苏,406.0,理科
