university_key	university_name	university_province
UNI0878	徐州工程学院	江苏
UNI0879	徐州幼儿师范高等专科学校	江苏
UNI0880	徐州生物工程职业技术学院	江苏
UNI0881	德宏职业学院	云南
UNI0882	德州学院	山东
UNI0883	德州职业技术学院	山东
UNI0884	德阳科贸职业学院	四川
UNI0885	忻州师范学院	山西
UNI0886	忻州职业技术学院	山西
UNI0887	怀化学院	湖南
UNI0888	怀化职业技术学院	湖南
UNI0889	恩施职业技术学院	湖北
UNI0890	惠州卫生职业技术学院	广东
UNI0891	惠州城市职业学院	广东
UNI0892	惠州学院	广东
UNI0893	惠州经济职业技术学院	广东
UNI0894	成都东软学院	四川
UNI0895	成都中医药大学	四川
UNI0896	成都体育学院	四川
UNI0897	成都信息工程大学	四川
UNI0898	成都医学院	四川
UNI0899	成都大学	四川
UNI0900	成都工业学院	四川
UNI0901	成都文理学院	四川
UNI0902	成都理工大学	四川
UNI0903	成都理工大学工程技术学院	四川
UNI0904	成都纺织高等专科学校	四川
UNI0905	成都职业技术学院	四川
UNI0906	成都航空职业技术学院	四川
UNI0907	成都银杏酒店管理学院	四川
UNI0908	扬州中瑞酒店职业学院	江苏
UNI0909	扬州大学	江苏
UNI0910	扬州大学广陵学院	江苏
UNI0911	扬州工业职业技术学院	江苏
UNI0912	扬州市职业大学	江苏
UNI0913	承德医学院	河北
UNI0914	承德护理职业学院	河北
UNI0915	承德石油高等专科学校	河北
UNI0916	抚顺师范高等专科学校	辽宁
UNI0917	抚顺职业技术学院	辽宁
UNI0918	揭阳职业技术学院	广东
UNI0919	攀枝花学院	四川
UNI0920	文华学院	湖北
UNI0921	文山学院	云南
UNI0922	新乡医学院	河南
UNI0923	新乡医学院三全学院	河南
UNI0924	新乡学院	河南
UNI0925	新余学院	江西
UNI0926	新疆兵团警官高等专科学校	新疆
UNI0927	新疆农业大学	新疆
UNI0928	新疆农业大学科学技术学院	新疆
UNI0929	新疆农业职业技术学院	新疆
UNI0930	新疆医科大学	新疆
UNI0931	新疆医科大学厚博学院	新疆
UNI0932	新疆大学	新疆
UNI0933	新疆大学软件学院	新疆
UNI0934	新疆工业职业技术学院	新疆
UNI0935	新疆工程学院	新疆
UNI0936	新疆师范大学	新疆
UNI0937	新疆师范高等专科学校	新疆
UNI0938	新疆现代职业技术学院	新疆
UNI0939	新疆生产建设兵团兴新职业技术学院	新疆
UNI0940	新疆石河子职业技术学院	新疆
UNI0941	新疆科技学院	新疆
UNI0942	新疆职业大学	新疆
UNI0943	新疆警察学院	新疆
UNI0944	新疆财经大学	新疆
UNI0945	新疆铁道职业技术学院	新疆
UNI0946	无锡商业职业技术学院	江苏
UNI0947	无锡城市职业技术学院	江苏
UNI0948	无锡太湖学院	江苏
UNI0949	无锡工艺职业技术学院	江苏
UNI0950	无锡科技职业学院	江苏
UNI0951	无锡职业技术学院	江苏
UNI0952	日照职业技术学院	山东
UNI0953	昆山登云科技职业学院	江苏
UNI0954	昆明冶金高等专科学校	云南
UNI0955	昆明医科大学	云南
UNI0956	昆明医科大学海源学院	云南
UNI0957	昆明卫生职业学院	云南
UNI0958	昆明学院	云南
UNI0959	昆明工业职业技术学院	云南
UNI0960	昆明理工大学	云南
UNI0961	昆明理工大学津桥学院	云南
UNI0962	昆明艺术职业学院	云南
UNI0963	昆明铁道职业技术学院	云南
UNI0964	昭通学院	云南
UNI0965	晋中学院	山西
UNI0966	晋中师范高等专科学校	山西
UNI0967	晋中职业技术学院	山西
UNI0968	普洱学院	云南
UNI0969	景德镇学院	江西
UNI0970	景德镇陶瓷大学	江西
UNI0971	景德镇陶瓷职业技术学院	江西
UNI0972	暨南大学	广东
UNI0973	曲阜师范大学	山东
UNI0974	曲阜远东职业技术学院	山东
UNI0975	曲靖医学高等专科学校	云南
UNI0976	曲靖师范学院	云南
UNI0977	曹妃甸职业技术学院	河北
UNI0978	朔州师范高等专科学校	山西
UNI0979	朝阳师范高等专科学校	辽宁
UNI0980	杨凌职业技术学院	陕西
UNI0981	杭州万向职业技术学院	浙江
UNI0982	杭州医学院	浙江
UNI0983	杭州师范大学	浙江
UNI0984	杭州师范大学钱江学院	浙江
UNI0985	杭州电子科技大学	浙江
UNI0986	杭州电子科技大学信息工程学院	浙江
UNI0987	杭州科技职业技术学院	浙江
UNI0988	杭州职业技术学院	浙江
UNI0989	松原职业技术学院	吉林
UNI0990	枣庄学院	山东
UNI0991	枣庄科技职业学院	山东
UNI0992	枣庄职业学院	山东
UNI0993	柳州城市职业学院	广西
UNI0994	柳州职业技术学院	广西
UNI0995	柳州铁道职业技术学院	广西
UNI0996	桂林医学院	广西
UNI0997	桂林山水职业学院	广西
UNI0998	桂林师范高等专科学校	广西
UNI0999	桂林旅游学院	广西
UNI1000	桂林理工大学	广西
UNI1001	桂林理工大学博文管理学院	广西
UNI1002	桂林生命与健康职业技术学院	广西
UNI1003	桂林电子科技大学	广西
UNI1004	桂林电子科技大学信息科技学院	广西
UNI1005	桂林航天工业学院	广西
UNI1006	梧州学院	广西
UNI1007	梧州职业学院	广西
UNI1008	楚雄医药高等专科学校	云南
UNI1009	楚雄师范学院	云南
UNI1010	榆林学院	陕西
UNI1011	榆林职业技术学院	陕西
UNI1012	武夷学院	福建
UNI1013	武昌工学院	湖北
UNI1014	武昌理工学院	湖北
UNI1015	武昌职业学院	湖北
UNI1016	武昌首义学院	湖北
UNI1017	武汉东湖学院	湖北
UNI1018	武汉交通职业学院	湖北
UNI1019	武汉传媒学院	湖北
UNI1020	武汉体育学院	湖北
UNI1021	武汉体育学院体育科技学院	湖北
UNI1022	武汉信息传播职业技术学院	湖北
UNI1023	武汉光谷职业学院	湖北
UNI1024	武汉华夏理工学院	湖北
UNI1025	武汉商学院	湖北
UNI1026	武汉商贸职业学院	湖北
UNI1027	武汉城市职业学院	湖北
UNI1028	武汉外语外事职业学院	湖北
UNI1029	武汉大学	湖北
UNI1030	武汉学院	湖北
UNI1031	武汉工商学院	湖北
UNI1032	武汉工程大学	湖北
UNI1033	武汉工程大学邮电与信息工程学院	湖北
UNI1034	武汉工程科技学院	湖北
UNI1035	武汉工程职业技术学院	湖北
UNI1036	武汉文理学院	湖北
UNI1037	武汉晴川学院	湖北
UNI1038	武汉民政职业学院	湖北
UNI1039	武汉海事职业学院	湖北
UNI1040	武汉理工大学	湖北
UNI1041	武汉生物工程学院	湖北
UNI1042	武汉电力职业技术学院	湖北
UNI1043	武汉科技大学	湖北
UNI1044	武汉科技大学城市学院	湖北
UNI1045	武汉纺织大学	湖北
UNI1046	武汉纺织大学外经贸学院	湖北
UNI1047	武汉职业技术学院	湖北
UNI1048	武汉航海职业技术学院	湖北
UNI1049	武汉船舶职业技术学院	湖北
UNI1050	武汉警官职业学院	湖北
UNI1051	武汉设计工程学院	湖北
UNI1052	武汉软件工程职业学院	湖北
UNI1053	武汉轻工大学	湖北
UNI1054	武汉铁路桥梁职业学院	湖北
UNI1055	武汉铁路职业技术学院	湖北
UNI1056	武警警官学院	四川
UNI1057	毕节医学高等专科学校	贵州
UNI1058	毕节幼儿师范高等专科学校	贵州
UNI1059	永城职业学院	河南
UNI1060	永州职业技术学院	湖南
UNI1061	汉中职业技术学院	陕西
UNI1062	汉口学院	湖北
UNI1063	汉江师范学院	湖北
UNI1064	汕头大学	广东
UNI1065	汕头职业技术学院	广东
UNI1066	江南大学	江苏
UNI1067	江汉大学	湖北
UNI1068	江汉艺术职业学院	湖北
UNI1069	江海职业技术学院	江苏
UNI1070	江苏农林职业技术学院	江苏
UNI1071	江苏农牧科技职业学院	江苏
UNI1072	江苏医药职业学院	江苏
UNI1073	江苏卫生健康职业学院	江苏
UNI1074	江苏商贸职业学院	江苏
UNI1075	江苏城乡建设职业学院	江苏
UNI1076	江苏城市职业学院	江苏
UNI1077	江苏大学	江苏
UNI1078	江苏大学京江学院	江苏
UNI1079	江苏安全技术职业学院	江苏
UNI1080	江苏工程职业技术学院	江苏
UNI1081	江苏师范大学	江苏
UNI1082	江苏师范大学科文学院	江苏
UNI1083	江苏建筑职业技术学院	江苏
UNI1084	江苏护理职业学院	江苏
UNI1085	江苏海事职业技术学院	江苏
UNI1086	江苏海洋大学	江苏
UNI1087	江苏理工学院	江苏
UNI1088	江苏电子信息职业学院	江苏
UNI1089	江苏科技大学	江苏
UNI1090	江苏科技大学苏州理工学院	江苏
UNI1091	江苏第二师范学院	江苏
UNI1092	江苏经贸职业技术学院	江苏
UNI1093	江苏航空职业技术学院	江苏
UNI1094	江苏航运职业技术学院	江苏
UNI1095	江苏警官学院	江苏
UNI1096	江苏财经职业技术学院	江苏
UNI1097	江苏食品药品职业技术学院	江苏
UNI1098	江西中医药大学	江西
UNI1099	江西中医药大学科技学院	江西
UNI1100	江西中医药高等专科学校	江西
UNI1101	江西交通职业技术学院	江西
UNI1102	江西传媒职业学院	江西
UNI1103	江西信息应用职业技术学院	江西
UNI1104	江西农业大学	江西
UNI1105	江西农业大学南昌商学院	江西
UNI1106	江西农业工程职业学院	江西
UNI1107	江西冶金职业技术学院	江西
UNI1108	江西医学高等专科学校	江西
UNI1109	江西卫生职业学院	江西
UNI1110	江西司法警官职业学院	江西
UNI1111	江西外语外贸职业学院	江西
UNI1112	江西工业工程职业技术学院	江西
UNI1113	江西工业职业技术学院	江西
UNI1114	江西工商职业技术学院	江西
UNI1115	江西工程学院	江西
UNI1116	江西工程职业学院	江西
UNI1117	江西师范大学	江西
UNI1118	江西师范大学科学技术学院	江西
UNI1119	江西应用工程职业学院	江西
UNI1120	江西应用技术职业学院	江西
UNI1121	江西应用科技学院	江西
UNI1122	江西建设职业技术学院	江西
UNI1123	江西新能源科技职业学院	江西
UNI1124	江西服装学院	江西
UNI1125	江西机电职业技术学院	江西
UNI1126	江西枫林涉外经贸职业学院	江西
UNI1127	江西泰豪动漫职业学院	江西
UNI1128	江西洪州职业学院	江西
UNI1129	江西环境工程职业学院	江西
UNI1130	江西现代职业技术学院	江西
UNI1131	江西理工大学	江西
UNI1132	江西理工大学应用科学学院	江西
UNI1133	江西生物科技职业学院	江西
UNI1134	江西电力职业技术学院	江西
UNI1135	江西科技学院	江西
UNI1136	江西科技师范大学	江西
UNI1137	江西科技师范大学理工学院	江西
UNI1138	江西科技职业学院	江西
UNI1139	江西航空职业技术学院	江西
UNI1140	江西警察学院	江西
UNI1141	江西财经大学	江西
UNI1142	江西财经大学现代经济管理学院	江西
UNI1143	江西财经职业学院	江西
UNI1144	江西软件职业技术大学	江西
UNI1145	江西陶瓷工艺美术职业技术学院	江西
UNI1146	江门职业技术学院	广东
UNI1147	江阴职业技术学院	江苏
UNI1148	沈阳体育学院	辽宁
UNI1149	沈阳农业大学	辽宁
UNI1150	沈阳化工大学	辽宁
UNI1151	沈阳医学院	辽宁
UNI1152	沈阳城市学院	辽宁
UNI1153	沈阳城市建设学院	辽宁
UNI1154	沈阳大学	辽宁
UNI1155	沈阳工业大学	辽宁
UNI1156	沈阳工学院	辽宁
UNI1157	沈阳工程学院	辽宁
UNI1158	沈阳师范大学	辽宁
UNI1159	沈阳建筑大学	辽宁
UNI1160	沈阳理工大学	辽宁
UNI1161	沈阳科技学院	辽宁
UNI1162	沈阳职业技术学院	辽宁
UNI1163	沈阳航空航天大学	辽宁
UNI1164	沈阳药科大学	辽宁
UNI1165	沙洲职业工学院	江苏
UNI1166	沧州医学高等专科学校	河北
UNI1167	沧州师范学院	河北
UNI1168	沧州职业技术学院	河北
UNI1169	河北东方学院	河北
UNI1170	河北中医学院	河北
UNI1171	河北交通职业技术学院	河北
UNI1172	河北传媒学院	河北
UNI1173	河北农业大学	河北
UNI1174	河北农业大学现代科技学院	河北
UNI1175	河北化工医药职业技术学院	河北
UNI1176	河北北方学院	河北
UNI1177	河北医科大学	河北
UNI1178	河北医科大学临床学院	河北
UNI1179	河北司法警官职业学院	河北
UNI1180	河北地质大学	河北
UNI1181	河北地质大学华信学院	河北
UNI1182	河北外国语学院	河北
UNI1183	河北大学	河北
UNI1184	河北大学工商学院	河北
UNI1185	河北对外经贸职业学院	河北
UNI1186	河北工业大学	天津
UNI1187	河北工业大学城市学院	河北
UNI1188	河北工程大学	河北
UNI1189	河北工程大学科信学院	河北
UNI1190	河北工程技术学院	河北
UNI1191	河北师范大学	河北
UNI1192	河北师范大学汇华学院	河北
UNI1193	河北建材职业技术学院	河北
UNI1194	河北建筑工程学院	河北
UNI1195	河北政法职业学院	河北
UNI1196	河北旅游职业学院	河北
UNI1197	河北机电职业技术学院	河北
UNI1198	河北民族师范学院	河北
UNI1199	河北环境工程学院	河北
UNI1200	河北科技大学	河北
UNI1201	河北科技大学理工学院	河北
UNI1202	河北科技学院	河北
UNI1203	河北科技师范学院	河北
UNI1204	河北经贸大学	河北
UNI1205	河北经贸大学经济管理学院	河北
UNI1206	河北美术学院	河北
UNI1207	河北能源职业技术学院	河北
UNI1208	河北轨道运输职业技术学院	河北
UNI1209	河北金融学院	河北
UNI1210	河南中医药大学	河南
UNI1211	河南信息统计职业学院	河南
UNI1212	河南农业大学	河南
UNI1213	河南医学高等专科学校	河南
UNI1214	河南司法警官职业学院	河南
UNI1215	河南城建学院	河南
UNI1216	河南大学	河南
UNI1217	河南大学民生学院	河南
UNI1218	河南工业大学	河南
UNI1219	河南工业职业技术学院	河南
UNI1220	河南工学院	河南
UNI1221	河南工程学院	河南
UNI1222	河南师范大学	河南
UNI1223	河南师范大学新联学院	河南
UNI1224	河南护理职业学院	河南
UNI1225	河南推拿职业学院	河南
UNI1226	河南检察职业学院	河南
UNI1227	河南理工大学	河南
UNI1228	河南科技大学	河南
UNI1229	河南科技学院	河南
UNI1230	河南科技职业大学	河南
UNI1231	河南经贸职业学院	河南
UNI1232	河南职业技术学院	河南
UNI1233	河南财政金融学院	河南
UNI1234	河南财经政法大学	河南
UNI1235	河南质量工程职业学院	河南
UNI1236	河套学院	内蒙古
UNI1237	河池学院	广西
UNI1238	河海大学	江苏
UNI1239	河源职业技术学院	广东
UNI1240	泉州信息工程学院	福建
UNI1241	泉州医学高等专科学校	福建
UNI1242	泉州华光职业学院	福建
UNI1243	泉州工程职业技术学院	福建
UNI1244	泉州师范学院	福建
UNI1245	泉州幼儿师范高等专科学校	福建
UNI1246	泉州海洋职业学院	福建
UNI1247	泉州纺织服装职业学院	福建
UNI1248	泉州经贸职业技术学院	福建
UNI1249	泉州职业技术大学	福建
UNI1250	泉州轻工职业学院	福建
UNI1251	泰山学院	山东
UNI1252	泰山职业技术学院	山东
UNI1253	泰州学院	江苏
UNI1254	泰州职业技术学院	江苏
UNI1255	泸州职业技术学院	四川
UNI1256	洛阳师范学院	河南
UNI1257	洛阳理工学院	河南
UNI1258	洛阳科技职业学院	河南
UNI1259	洛阳职业技术学院	河南
UNI1260	济南大学	山东
UNI1261	济南大学泉城学院	山东
UNI1262	济南幼儿师范高等专科学校	山东
UNI1263	济南护理职业学院	山东
UNI1264	济南职业学院	山东
UNI1265	济宁医学院	山东
UNI1266	济宁学院	山东
UNI1267	济源职业技术学院	河南
UNI1268	浙大城市学院	浙江
UNI1269	浙大宁波理工学院	浙江
UNI1270	浙江万里学院	浙江
UNI1271	浙江中医药大学	浙江
UNI1272	浙江中医药大学滨江学院	浙江
UNI1273	浙江交通职业技术学院	浙江
UNI1274	浙江传媒学院	浙江
UNI1275	浙江农业商贸职业学院	浙江
UNI1276	浙江农林大学	浙江
UNI1277	浙江农林大学暨阳学院	浙江
UNI1278	浙江医药高等专科学校	浙江
UNI1279	浙江同济科技职业学院	浙江
UNI1280	浙江商业职业技术学院	浙江
UNI1281	浙江国际海运职业技术学院	浙江
UNI1282	浙江外国语学院	浙江
UNI1283	浙江大学	浙江
UNI1284	浙江工业大学	浙江
UNI1285	浙江工业大学之江学院	浙江
UNI1286	浙江工业职业技术学院	浙江
UNI1287	浙江工商大学	浙江
UNI1288	浙江工商大学杭州商学院	浙江
UNI1289	浙江工商职业技术学院	浙江
UNI1290	浙江工贸职业技术学院	浙江
UNI1291	浙江师范大学	浙江
UNI1292	浙江师范大学行知学院	浙江
UNI1293	浙江建设职业技术学院	浙江
UNI1294	浙江旅游职业学院	浙江
UNI1295	浙江机电职业技术学院	浙江
UNI1296	浙江树人学院	浙江
UNI1297	浙江横店影视职业学院	浙江
UNI1298	浙江水利水电学院	浙江
UNI1299	浙江海洋大学	浙江
UNI1300	浙江海洋大学东海科学技术学院	浙江
UNI1301	浙江理工大学	浙江
UNI1302	浙江理工大学科技与艺术学院	浙江
UNI1303	浙江科技学院	浙江
UNI1304	浙江纺织服装职业技术学院	浙江
UNI1305	浙江经济职业技术学院	浙江
UNI1306	浙江经贸职业技术学院	浙江
UNI1307	浙江舟山群岛新区旅游与健康职业学院	浙江
UNI1308	浙江警官职业学院	浙江
UNI1309	浙江财经大学	浙江
UNI1310	浙江财经大学东方学院	浙江
UNI1311	浙江越秀外国语学院	浙江
UNI1312	浙江邮电职业技术学院	浙江
UNI1313	浙江金融职业学院	浙江
UNI1314	浙江长征职业技术学院	浙江
UNI1315	海军军医大学	上海
UNI1316	海南体育职业技术学院	海南
UNI1317	海南健康管理职业技术学院	海南
UNI1318	海南医学院	海南
UNI1319	海南外国语职业学院	海南
UNI1320	海南大学	海南
UNI1321	海南工商职业学院	海南
UNI1322	海南师范大学	海南
UNI1323	海南政法职业学院	海南
UNI1324	海南热带海洋学院	海南
UNI1325	海南科技职业大学	海南
UNI1326	海南经贸职业技术学院	海南
UNI1327	海南职业技术学院	海南
UNI1328	海南软件职业技术学院	海南
UNI1329	海口经济学院	海南
UNI1330	淄博师范高等专科学校	山东
UNI1331	淮北师范大学	安徽
UNI1332	淮北师范大学信息学院	安徽
UNI1333	淮北职业技术学院	安徽
UNI1334	淮南师范学院	安徽
UNI1335	淮南职业技术学院	安徽
UNI1336	淮南联合大学	安徽
UNI1337	淮阴工学院	江苏
UNI1338	淮阴师范学院	江苏
UNI1339	深圳大学	广东
UNI1340	深圳职业技术学院	广东
UNI1341	清华大学	北京
UNI1342	清远职业技术学院	广东
UNI1343	渤海大学	辽宁
UNI1344	渤海理工职业学院	河北
UNI1345	渤海船舶职业学院	辽宁
UNI1346	温州医科大学	浙江
UNI1347	温州医科大学仁济学院	浙江
UNI1348	温州商学院	浙江
UNI1349	温州大学	浙江
UNI1350	温州大学瓯江学院	浙江
UNI1351	温州科技职业学院	浙江
UNI1352	温州职业技术学院	浙江
UNI1353	渭南师范学院	陕西
UNI1354	渭南职业技术学院	陕西
UNI1355	湄洲湾职业技术学院	福建
UNI1356	湖北三峡职业技术学院	湖北
UNI1357	湖北中医药大学	湖北
UNI1358	湖北中医药高等专科学校	湖北
UNI1359	湖北交通职业技术学院	湖北
UNI1360	湖北医药学院	湖北
UNI1361	湖北医药学院药护学院	湖北
UNI1362	湖北商贸学院	湖北
UNI1363	湖北国土资源职业学院	湖北
UNI1364	湖北城市建设职业技术学院	湖北
UNI1365	湖北大学	湖北
UNI1366	湖北大学知行学院	湖北
UNI1367	湖北工业大学	湖北
UNI1368	湖北工业大学工程技术学院	湖北
UNI1369	湖北工业职业技术学院	湖北
UNI1370	湖北工程学院	湖北
UNI1371	湖北工程学院新技术学院	湖北
UNI1372	湖北工程职业学院	湖北
UNI1373	湖北师范大学	湖北
UNI1374	湖北师范大学文理学院	湖北
UNI1375	湖北幼儿师范高等专科学校	湖北
UNI1376	湖北文理学院	湖北
UNI1377	湖北文理学院理工学院	湖北
UNI1378	湖北民族大学	湖北
UNI1379	湖北民族大学科技学院	湖北
UNI1380	湖北水利水电职业技术学院	湖北
UNI1381	湖北汽车工业学院	湖北
UNI1382	湖北汽车工业学院科技学院	湖北
UNI1383	湖北理工学院	湖北
UNI1384	湖北生态工程职业技术学院	湖北
UNI1385	湖北生物科技职业学院	湖北
UNI1386	湖北科技学院	湖北
UNI1387	湖北科技职业学院	湖北
UNI1388	湖北第二师范学院	湖北
UNI1389	湖北经济学院	湖北
UNI1390	湖北经济学院法商学院	湖北
UNI1391	湖北职业技术学院	湖北
UNI1392	湖北警官学院	湖北
UNI1393	湖北财税职业学院	湖北
UNI1394	湖北轻工职业技术学院	湖北
UNI1395	湖北青年职业学院	湖北
UNI1396	湖南三一工业职业技术学院	湖南
UNI1397	湖南中医药大学	湖南
UNI1398	湖南中医药大学湘杏学院	湖南
UNI1399	湖南中医药高等专科学校	湖南
UNI1400	湖南九嶷职业技术学院	湖南
UNI1401	湖南交通工程学院	湖南
UNI1402	湖南交通职业技术学院	湖南
UNI1403	湖南人文科技学院	湖南
UNI1404	湖南信息职业技术学院	湖南
UNI1405	湖南农业大学	湖南
UNI1406	湖南劳动人事职业学院	湖南
UNI1407	湖南化工职业技术学院	湖南
UNI1408	湖南医药学院	湖南
UNI1409	湖南司法警官职业学院	湖南
UNI1410	湖南吉利汽车职业技术学院	湖南
UNI1411	湖南商务职业技术学院	湖南
UNI1412	湖南城市学院	湖南
UNI1413	湖南城建职业技术学院	湖南
UNI1414	湖南外国语职业学院	湖南
UNI1415	湖南外贸职业学院	湖南
UNI1416	湖南大众传媒职业技术学院	湖南
UNI1417	湖南大学	湖南
UNI1418	湖南女子学院	湖南
UNI1419	湖南安全技术职业学院	湖南
UNI1420	湖南工业大学	湖南
UNI1421	湖南工业大学科技学院	湖南
UNI1422	湖南工业职业技术学院	湖南
UNI1423	湖南工商大学	湖南
UNI1424	湖南工商大学北津学院	湖南
UNI1425	湖南工学院	湖南
UNI1426	湖南工程学院	湖南
UNI1427	湖南工程职业技术学院	湖南
UNI1428	湖南工艺美术职业学院	湖南
UNI1429	湖南师范大学	湖南
UNI1430	湖南幼儿师范高等专科学校	湖南
UNI1431	湖南应用技术学院	湖南
UNI1432	湖南文理学院	湖南
UNI1433	湖南文理学院芙蓉学院	湖南
UNI1434	湖南有色金属职业技术学院	湖南
UNI1435	湖南机电职业技术学院	湖南
UNI1436	湖南水利水电职业技术学院	湖南
UNI1437	湖南汽车工程职业学院	湖南
UNI1438	湖南涉外经济学院	湖南
UNI1439	湖南环境生物职业技术学院	湖南
UNI1440	湖南现代物流职业技术学院	湖南
UNI1441	湖南理工学院	湖南
UNI1442	湖南理工学院南湖学院	湖南
UNI1443	湖南理工职业技术学院	湖南
UNI1444	湖南生物机电职业技术学院	湖南
UNI1445	湖南石油化工职业技术学院	湖南
UNI1446	湖南科技大学	湖南
UNI1447	湖南科技大学潇湘学院	湖南
UNI1448	湖南科技学院	湖南
UNI1449	湖南科技职业学院	湖南
UNI1450	湖南第一师范学院	湖南
UNI1451	湖南网络工程职业学院	湖南
UNI1452	湖南警察学院	湖南
UNI1453	湖南财政经济学院	湖南
UNI1454	湖南财经工业职业技术学院	湖南
UNI1455	湖南邮电职业技术学院	湖南
UNI1456	湖南铁路科技职业技术学院	湖南
UNI1457	湖南铁道职业技术学院	湖南
UNI1458	湖南食品药品职业学院	湖南
UNI1459	湖南高尔夫旅游职业学院	湖南
UNI1460	湖南高速铁路职业技术学院	湖南
UNI1461	湖州师范学院	浙江
UNI1462	湖州师范学院求真学院	浙江
UNI1463	湖州职业技术学院	浙江
UNI1464	湘中幼儿师范高等专科学校	湖南
UNI1465	湘南学院	湖南
UNI1466	湘南幼儿师范高等专科学校	湖南
UNI1467	湘潭医卫职业技术学院	湖南
UNI1468	湘潭大学	湖南
UNI1469	湘潭大学兴湘学院	湖南
UNI1470	湘西民族职业技术学院	湖南
UNI1471	湛江幼儿师范专科学校	广东
UNI1472	滇西应用技术大学	云南
UNI1473	滇西科技师范学院	云南
UNI1474	滨州医学院	山东
UNI1475	滨州学院	山东
UNI1476	滨州职业学院	山东
UNI1477	漯河医学高等专科学校	河南
UNI1478	漯河食品职业学院	河南
UNI1479	漳州卫生职业学院	福建
UNI1480	漳州城市职业学院	福建
UNI1481	漳州理工职业学院	福建
UNI1482	漳州科技职业学院	福建
UNI1483	漳州职业技术学院	福建
UNI1484	潇湘职业学院	湖南
UNI1485	潍坊医学院	山东
UNI1486	潍坊学院	山东
UNI1487	潍坊科技学院	山东
UNI1488	烟台南山学院	山东
UNI1489	烟台大学	山东
UNI1490	烟台大学文经学院	山东
UNI1491	烟台汽车工程职业学院	山东
UNI1492	烟台黄金职业学院	山东
UNI1493	焦作大学	河南
UNI1494	焦作师范高等专科学校	河南
UNI1495	燕京理工学院	河北
UNI1496	燕山大学	河北
UNI1497	燕山大学里仁学院	河北
UNI1498	牡丹江医学院	黑龙江
UNI1499	牡丹江大学	黑龙江
UNI1500	牡丹江师范学院	黑龙江
UNI1501	玉林师范学院	广西
UNI1502	玉柴职业技术学院	广西
UNI1503	玉溪师范学院	云南
UNI1504	现代软件学院	北京
UNI1505	珠海城市职业技术学院	广东
UNI1506	珠海艺术职业学院	广东
UNI1507	琼台师范学院	海南
UNI1508	甘肃中医药大学	甘肃
UNI1509	甘肃交通职业技术学院	甘肃
UNI1510	甘肃农业大学	甘肃
UNI1511	甘肃农业职业技术学院	甘肃
UNI1512	甘肃医学院	甘肃
UNI1513	甘肃卫生职业学院	甘肃
UNI1514	甘肃工业职业技术学院	甘肃
UNI1515	甘肃建筑职业技术学院	甘肃
UNI1516	甘肃政法大学	甘肃
UNI1517	甘肃有色冶金职业技术学院	甘肃
UNI1518	甘肃机电职业技术学院	甘肃
UNI1519	甘肃林业职业技术学院	甘肃
UNI1520	甘肃民族师范学院	甘肃
UNI1521	甘肃畜牧工程职业技术学院	甘肃
UNI1522	甘肃能源化工职业学院	甘肃
UNI1523	甘肃警察职业学院	甘肃
UNI1524	电子科技大学	四川
UNI1525	电子科技大学中山学院	广东
UNI1526	电子科技大学成都学院	四川
UNI1527	电子科技大学（沙河校区）	四川
UNI1528	白城医学高等专科学校	吉林
UNI1529	白城师范学院	吉林
UNI1530	白城职业技术学院	吉林
UNI1531	百色学院	广西
UNI1532	百色职业学院	广西
UNI1533	皖江工学院	安徽
UNI1534	益阳医学高等专科学校	湖南
UNI1535	益阳职业技术学院	湖南
UNI1536	盐城工业职业技术学院	江苏
UNI1537	盐城工学院	江苏
UNI1538	盐城师范学院	江苏
UNI1539	盐城幼儿师范高等专科学校	江苏
UNI1540	盘锦职业技术学院	辽宁
UNI1541	石家庄人民医学高等专科学校	河北
UNI1542	石家庄医学高等专科学校	河北
UNI1543	石家庄城市经济职业学院	河北
UNI1544	石家庄工商职业学院	河北
UNI1545	石家庄工程职业学院	河北
UNI1546	石家庄幼儿师范高等专科学校	河北
UNI1547	石家庄理工职业学院	河北
UNI1548	石家庄科技信息职业学院	河北
UNI1549	石家庄科技职业学院	河北
UNI1550	石家庄财经职业学院	河北
UNI1551	石家庄邮电职业技术学院	河北
UNI1552	石家庄铁路职业技术学院	河北
UNI1553	石家庄铁道大学	河北
UNI1554	石家庄铁道大学四方学院	河北
UNI1555	石河子大学	新疆
UNI1556	石河子工程职业技术学院	新疆
UNI1557	福州墨尔本理工职业学院	福建
UNI1558	福州外语外贸学院	福建
UNI1559	福州大学	福建
UNI1560	福州大学至诚学院	福建
UNI1561	福州工商学院	福建
UNI1562	福州理工学院	福建
UNI1563	福州职业技术学院	福建
UNI1564	福州英华职业学院	福建
UNI1565	福州软件职业技术学院	福建
UNI1566	福州黎明职业技术学院	福建
UNI1567	福建中医药大学	福建
UNI1568	福建信息职业技术学院	福建
UNI1569	福建农业职业技术学院	福建
UNI1570	福建农林大学	福建
UNI1571	福建农林大学金山学院	福建
UNI1572	福建医科大学	福建
UNI1573	福建华南女子职业学院	福建
UNI1574	福建卫生职业技术学院	福建
UNI1575	福建商学院	福建
UNI1576	福建工程学院	福建
UNI1577	福建师范大学	福建
UNI1578	福建师范大学协和学院	福建
UNI1579	福建幼儿师范高等专科学校	福建
UNI1580	福建林业职业技术学院	福建
UNI1581	福建水利电力职业技术学院	福建
UNI1582	福建江夏学院	福建
