university_key	university_name	university_province
UNI1583	福建生物工程职业技术学院	福建
UNI1584	福建电力职业技术学院	福建
UNI1585	福建船政交通职业学院	福建
UNI1586	福建艺术职业学院	福建
UNI1587	私立华联学院	广东
UNI1588	秦皇岛职业技术学院	河北
UNI1589	空军军医大学	陕西
UNI1590	红河卫生职业学院	云南
UNI1591	红河学院	云南
UNI1592	绍兴文理学院	浙江
UNI1593	绍兴文理学院元培学院	浙江
UNI1594	绍兴职业技术学院	浙江
UNI1595	绥化学院	黑龙江
UNI1596	绵阳师范学院	四川
UNI1597	绵阳职业技术学院	四川
UNI1598	罗定职业技术学院	广东
UNI1599	聊城大学	山东
UNI1600	聊城大学东昌学院	山东
UNI1601	肇庆医学高等专科学校	广东
UNI1602	肇庆学院	广东
UNI1603	芜湖职业技术学院	安徽
UNI1604	苏州农业职业技术学院	江苏
UNI1605	苏州卫生职业技术学院	江苏
UNI1606	苏州大学	江苏
UNI1607	苏州大学应用技术学院	江苏
UNI1608	苏州大学文正学院	江苏
UNI1609	苏州工业园区服务外包职业学院	江苏
UNI1610	苏州工业职业技术学院	江苏
UNI1611	苏州工艺美术职业技术学院	江苏
UNI1612	苏州市职业大学	江苏
UNI1613	苏州托普信息职业技术学院	江苏
UNI1614	苏州百年职业学院	江苏
UNI1615	苏州科技大学	江苏
UNI1616	苏州科技大学天平学院	江苏
UNI1617	苏州经贸职业技术学院	江苏
UNI1618	苏州高博软件技术职业学院	江苏
UNI1619	茂名职业技术学院	广东
UNI1620	茅台学院	贵州
UNI1621	荆州理工职业学院	湖北
UNI1622	荆州职业技术学院	湖北
UNI1623	荆楚理工学院	湖北
UNI1624	荆门职业学院	湖北
UNI1625	莆田学院	福建
UNI1626	莱芜职业技术学院	山东
UNI1627	菏泽医学专科学校	山东
UNI1628	菏泽学院	山东
UNI1629	菏泽家政职业学院	山东
UNI1630	菏泽职业学院	山东
UNI1631	萍乡卫生职业学院	江西
UNI1632	萍乡学院	江西
UNI1633	营口理工学院	辽宁
UNI1634	蚌埠医学院	安徽
UNI1635	蚌埠学院	安徽
UNI1636	蚌埠经济技术职业学院	安徽
UNI1637	衡水学院	河北
UNI1638	衡阳师范学院	湖南
UNI1639	衡阳师范学院南岳学院	湖南
UNI1640	衢州学院	浙江
UNI1641	衢州职业技术学院	浙江
UNI1642	襄阳汽车职业技术学院	湖北
UNI1643	襄阳职业技术学院	湖北
UNI1644	西交利物浦大学	江苏
UNI1645	西京学院	陕西
UNI1646	西北农林科技大学	陕西
UNI1647	西北大学	陕西
UNI1648	西北工业大学	陕西
UNI1649	西北师范大学	甘肃
UNI1650	西北师范大学知行学院	甘肃
UNI1651	西北政法大学	陕西
UNI1652	西北民族大学	甘肃
UNI1653	西华大学	四川
UNI1654	西华师范大学	四川
UNI1655	西南交通大学	四川
UNI1656	西南交通大学希望学院	四川
UNI1657	西南医科大学	四川
UNI1658	西南大学	重庆
UNI1659	西南政法大学	重庆
UNI1660	西南林业大学	云南
UNI1661	西南民族大学	四川
UNI1662	西南石油大学	四川
UNI1663	西南科技大学	四川
UNI1664	西南科技大学城市学院	四川
UNI1665	西南财经大学	四川
UNI1666	西南财经大学天府学院	四川
UNI1667	西双版纳职业技术学院	云南
UNI1668	西宁城市职业技术学院	青海
UNI1669	西安交通大学	陕西
UNI1670	西安交通大学城市学院	陕西
UNI1671	西安交通工程学院	陕西
UNI1672	西安体育学院	陕西
UNI1673	西安信息职业大学	陕西
UNI1674	西安医学院	陕西
UNI1675	西安医学高等专科学校	陕西
UNI1676	西安城市建设职业学院	陕西
UNI1677	西安培华学院	陕西
UNI1678	西安外事学院	陕西
UNI1679	西安外国语大学	陕西
UNI1680	西安工业大学	陕西
UNI1681	西安工商学院	陕西
UNI1682	西安工程大学	陕西
UNI1683	西安建筑科技大学	陕西
UNI1684	西安建筑科技大学华清学院	陕西
UNI1685	西安思源学院	陕西
UNI1686	西安文理学院	陕西
UNI1687	西安欧亚学院	陕西
UNI1688	西安汽车职业大学	陕西
UNI1689	西安海棠职业学院	陕西
UNI1690	西安理工大学	陕西
UNI1691	西安理工大学高科学院	陕西
UNI1692	西安电力高等专科学校	陕西
UNI1693	西安电子科技大学	陕西
UNI1694	西安石油大学	陕西
UNI1695	西安科技大学	陕西
UNI1696	西安科技大学高新学院	陕西
UNI1697	西安美术学院	陕西
UNI1698	西安翻译学院	陕西
UNI1699	西安职业技术学院	陕西
UNI1700	西安航空学院	陕西
UNI1701	西安航空职业技术学院	陕西
UNI1702	西安财经大学	陕西
UNI1703	西安财经大学行知学院	陕西
UNI1704	西安邮电大学	陕西
UNI1705	西安铁路职业技术学院	陕西
UNI1706	西安音乐学院	陕西
UNI1707	西安高新科技职业学院	陕西
UNI1708	西藏大学	西藏
UNI1709	西藏民族大学	陕西
UNI1710	西藏职业技术学院	西藏
UNI1711	西藏藏医药大学	西藏
UNI1712	许昌学院	河南
UNI1713	许昌电气职业学院	河南
UNI1714	豫章师范学院	江西
UNI1715	贵州中医药大学	贵州
UNI1716	贵州中医药大学时珍学院	贵州
UNI1717	贵州交通职业技术学院	贵州
UNI1718	贵州农业职业学院	贵州
UNI1719	贵州医科大学	贵州
UNI1720	贵州医科大学神奇民族医药学院	贵州
UNI1721	贵州商学院	贵州
UNI1722	贵州大学	贵州
UNI1723	贵州大学明德学院	贵州
UNI1724	贵州大学科技学院	贵州
UNI1725	贵州师范大学	贵州
UNI1726	贵州师范大学求是学院	贵州
UNI1727	贵州师范学院	贵州
UNI1728	贵州建设职业技术学院	贵州
UNI1729	贵州民族大学	贵州
UNI1730	贵州理工学院	贵州
UNI1731	贵州电力职业技术学院	贵州
UNI1732	贵州电子信息职业技术学院	贵州
UNI1733	贵州盛华职业学院	贵州
UNI1734	贵州装备制造职业学院	贵州
UNI1735	贵州警察学院	贵州
UNI1736	贵州财经大学	贵州
UNI1737	贵州财经大学商务学院	贵州
UNI1738	贵州轻工职业技术学院	贵州
UNI1739	贵阳学院	贵州
UNI1740	贵阳幼儿师范高等专科学校	贵州
UNI1741	贵阳护理职业学院	贵州
UNI1742	贵阳职业技术学院	贵州
UNI1743	贺州学院	广西
UNI1744	赣南医学院	江西
UNI1745	赣南卫生健康职业学院	江西
UNI1746	赣南师范大学	江西
UNI1747	赣南师范大学科技学院	江西
UNI1748	赣州师范高等专科学校	江西
UNI1749	赣西科技职业学院	江西
UNI1750	赤峰学院	内蒙古
UNI1751	辽东学院	辽宁
UNI1752	辽宁中医药大学	辽宁
UNI1753	辽宁中医药大学杏林学院	辽宁
UNI1754	辽宁传媒学院	辽宁
UNI1755	辽宁何氏医学院	辽宁
UNI1756	辽宁农业职业技术学院	辽宁
UNI1757	辽宁医药职业学院	辽宁
UNI1758	辽宁地质工程职业学院	辽宁
UNI1759	辽宁大学	辽宁
UNI1760	辽宁对外经贸学院	辽宁
UNI1761	辽宁工业大学	辽宁
UNI1762	辽宁工程技术大学	辽宁
UNI1763	辽宁工程职业学院	辽宁
UNI1764	辽宁师范大学	辽宁
UNI1765	辽宁师范大学海华学院	辽宁
UNI1766	辽宁广告职业学院	辽宁
UNI1767	辽宁建筑职业学院	辽宁
UNI1768	辽宁政法职业学院	辽宁
UNI1769	辽宁机电职业技术学院	辽宁
UNI1770	辽宁民族师范高等专科学校	辽宁
UNI1771	辽宁特殊教育师范高等专科学校	辽宁
UNI1772	辽宁理工学院	辽宁
UNI1773	辽宁省交通高等专科学校	辽宁
UNI1774	辽宁石化职业技术学院	辽宁
UNI1775	辽宁石油化工大学	辽宁
UNI1776	辽宁科技大学	辽宁
UNI1777	辽宁科技学院	辽宁
UNI1778	辽宁经济职业技术学院	辽宁
UNI1779	辽宁职业学院	辽宁
UNI1780	辽宁装备制造职业技术学院	辽宁
UNI1781	辽宁财贸学院	辽宁
UNI1782	辽宁轨道交通职业学院	辽宁
UNI1783	辽宁轻工职业学院	辽宁
UNI1784	辽宁金融职业学院	辽宁
UNI1785	辽宁铁道职业技术学院	辽宁
UNI1786	辽源职业技术学院	吉林
UNI1787	辽阳职业技术学院	辽宁
UNI1788	运城学院	山西
UNI1789	运城师范高等专科学校	山西
UNI1790	运城幼儿师范高等专科学校	山西
UNI1791	运城护理职业学院	山西
UNI1792	运城职业技术学院	山西
UNI1793	连云港师范高等专科学校	江苏
UNI1794	连云港职业技术学院	江苏
UNI1795	通化师范学院	吉林
UNI1796	遵义医科大学	贵州
UNI1797	遵义医科大学医学与科技学院	贵州
UNI1798	遵义医药高等专科学校	贵州
UNI1799	遵义师范学院	贵州
UNI1800	遵义职业技术学院	贵州
UNI1801	邢台医学高等专科学校	河北
UNI1802	邢台学院	河北
UNI1803	邢台职业技术学院	河北
UNI1804	邯郸学院	河北
UNI1805	邯郸职业技术学院	河北
UNI1806	邵阳学院	湖南
UNI1807	郑州升达经贸管理学院	河南
UNI1808	郑州商学院	河南
UNI1809	郑州大学	河南
UNI1810	郑州工业应用技术学院	河南
UNI1811	郑州工商学院	河南
UNI1812	郑州工程技术学院	河南
UNI1813	郑州师范学院	河南
UNI1814	郑州旅游职业学院	河南
UNI1815	郑州澍青医学高等专科学校	河南
UNI1816	郑州电力高等专科学校	河南
UNI1817	郑州科技学院	河南
UNI1818	郑州职业技术学院	河南
UNI1819	郑州航空工业管理学院	河南
UNI1820	郑州财经学院	河南
UNI1821	郑州轻工业大学	河南
UNI1822	郑州铁路职业技术学院	河南
UNI1823	郴州职业技术学院	湖南
UNI1824	鄂尔多斯应用技术学院	内蒙古
UNI1825	鄂州职业大学	湖北
UNI1826	酒泉职业技术学院	甘肃
UNI1827	重庆三峡医药高等专科学校	重庆
UNI1828	重庆三峡学院	重庆
UNI1829	重庆交通大学	重庆
UNI1830	重庆交通职业学院	重庆
UNI1831	重庆人文科技学院	重庆
UNI1832	重庆传媒职业学院	重庆
UNI1833	重庆信息技术职业学院	重庆
UNI1834	重庆公共运输职业学院	重庆
UNI1835	重庆化工职业学院	重庆
UNI1836	重庆医科大学	重庆
UNI1837	重庆商务职业学院	重庆
UNI1838	重庆城市管理职业学院	重庆
UNI1839	重庆大学	重庆
UNI1840	重庆大学城市科技学院	重庆
UNI1841	重庆安全技术职业学院	重庆
UNI1842	重庆工业职业技术学院	重庆
UNI1843	重庆工商大学	重庆
UNI1844	重庆工商大学派斯学院	重庆
UNI1845	重庆工商大学融智学院	重庆
UNI1846	重庆工商职业学院	重庆
UNI1847	重庆工程学院	重庆
UNI1848	重庆工程职业技术学院	重庆
UNI1849	重庆工贸职业技术学院	重庆
UNI1850	重庆师范大学	重庆
UNI1851	重庆师范大学涉外商贸学院	重庆
UNI1852	重庆幼儿师范高等专科学校	重庆
UNI1853	重庆应用技术职业学院	重庆
UNI1854	重庆建筑工程职业学院	重庆
UNI1855	重庆建筑科技职业学院	重庆
UNI1856	重庆文化艺术职业学院	重庆
UNI1857	重庆文理学院	重庆
UNI1858	重庆旅游职业学院	重庆
UNI1859	重庆机电职业技术大学	重庆
UNI1860	重庆水利电力职业技术学院	重庆
UNI1861	重庆海联职业技术学院	重庆
UNI1862	重庆理工大学	重庆
UNI1863	重庆电信职业学院	重庆
UNI1864	重庆电力高等专科学校	重庆
UNI1865	重庆电子工程职业学院	重庆
UNI1866	重庆电讯职业学院	重庆
UNI1867	重庆科创职业学院	重庆
UNI1868	重庆科技学院	重庆
UNI1869	重庆科技职业学院	重庆
UNI1870	重庆第二师范学院	重庆
UNI1871	重庆能源职业学院	重庆
UNI1872	重庆航天职业技术学院	重庆
UNI1873	重庆艺术工程职业学院	重庆
UNI1874	重庆财经职业学院	重庆
UNI1875	重庆资源与环境保护职业学院	重庆
UNI1876	重庆邮电大学	重庆
UNI1877	重庆邮电大学移通学院	重庆
UNI1878	金华职业技术学院	浙江
UNI1879	金陵科技学院	江苏
UNI1880	铁岭卫生职业学院	辽宁
UNI1881	铁岭师范高等专科学校	辽宁
UNI1882	铁道警察学院	河南
UNI1883	铜仁学院	贵州
UNI1884	铜仁幼儿师范高等专科学校	贵州
UNI1885	铜仁职业技术学院	贵州
UNI1886	铜川职业技术学院	陕西
UNI1887	铜陵学院	安徽
UNI1888	银川能源学院	宁夏
UNI1889	锡林郭勒职业学院	内蒙古
UNI1890	锦州医科大学	辽宁
UNI1891	锦州医科大学医疗学院	辽宁
UNI1892	锦州师范高等专科学校	辽宁
UNI1893	镇江市高等专科学校	江苏
UNI1894	长垣烹饪职业技术学院	河南
UNI1895	长安大学	陕西
UNI1896	长春中医药大学	吉林
UNI1897	长春健康职业学院	吉林
UNI1898	长春光华学院	吉林
UNI1899	长春医学高等专科学校	吉林
UNI1900	长春大学	吉林
UNI1901	长春大学旅游学院	吉林
UNI1902	长春工业大学	吉林
UNI1903	长春工业大学人文信息学院	吉林
UNI1904	长春工程学院	吉林
UNI1905	长春师范大学	吉林
UNI1906	长春师范高等专科学校	吉林
UNI1907	长春建筑学院	吉林
UNI1908	长春汽车工业高等专科学校	吉林
UNI1909	长春理工大学	吉林
UNI1910	长春理工大学光电信息学院	吉林
UNI1911	长春科技学院	吉林
UNI1912	长春职业技术学院	吉林
UNI1913	长春财经学院	吉林
UNI1914	长春金融高等专科学校	吉林
UNI1915	长江大学	湖北
UNI1916	长江大学工程技术学院	湖北
UNI1917	长江大学文理学院	湖北
UNI1918	长江工程职业技术学院	湖北
UNI1919	长江师范学院	重庆
UNI1920	长江职业学院	湖北
UNI1921	长江艺术工程职业学院	湖北
UNI1922	长沙医学院	湖南
UNI1923	长沙南方职业学院	湖南
UNI1924	长沙卫生职业学院	湖南
UNI1925	长沙商贸旅游职业技术学院	湖南
UNI1926	长沙学院	湖南
UNI1927	长沙师范学院	湖南
UNI1928	长沙民政职业技术学院	湖南
UNI1929	长沙环境保护职业技术学院	湖南
UNI1930	长沙理工大学	湖南
UNI1931	长沙理工大学城南学院	湖南
UNI1932	长沙职业技术学院	湖南
UNI1933	长沙航空职业技术学院	湖南
UNI1934	长治医学院	山西
UNI1935	长治学院	山西
UNI1936	长白山职业技术学院	吉林
UNI1937	闽北职业技术学院	福建
UNI1938	闽南师范大学	福建
UNI1939	闽南理工学院	福建
UNI1940	闽南科技学院	福建
UNI1941	闽江学院	福建
UNI1942	闽江师范高等专科学校	福建
UNI1943	闽西职业技术学院	福建
UNI1944	阜新高等专科学校	辽宁
UNI1945	阜阳师范大学	安徽
UNI1946	防灾科技学院	河北
UNI1947	阳光学院	福建
UNI1948	阳泉师范高等专科学校	山西
UNI1949	阿坝师范学院	四川
UNI1950	陆军军医大学	重庆
UNI1951	陇东学院	甘肃
UNI1952	陇南师范高等专科学校	甘肃
UNI1953	陕西中医药大学	陕西
UNI1954	陕西交通职业技术学院	陕西
UNI1955	陕西国防工业职业技术学院	陕西
UNI1956	陕西国际商贸学院	陕西
UNI1957	陕西学前师范学院	陕西
UNI1958	陕西工业职业技术学院	陕西
UNI1959	陕西工商职业学院	陕西
UNI1960	陕西师范大学	陕西
UNI1961	陕西旅游烹饪职业学院	陕西
UNI1962	陕西服装工程学院	陕西
UNI1963	陕西机电职业技术学院	陕西
UNI1964	陕西理工大学	陕西
UNI1965	陕西电子信息职业技术学院	陕西
UNI1966	陕西科技大学	陕西
UNI1967	陕西经济管理职业技术学院	陕西
UNI1968	陕西职业技术学院	陕西
UNI1969	陕西能源职业技术学院	陕西
UNI1970	陕西航空职业技术学院	陕西
UNI1971	陕西艺术职业学院	陕西
UNI1972	陕西警官职业学院	陕西
UNI1973	陕西财经职业技术学院	陕西
UNI1974	陕西邮电职业技术学院	陕西
UNI1975	陕西铁路工程职业技术学院	陕西
UNI1976	陕西青年职业学院	陕西
UNI1977	随州职业技术学院	湖北
UNI1978	雅安职业技术学院	四川
UNI1979	集宁师范学院	内蒙古
UNI1980	集美大学	福建
UNI1981	集美大学诚毅学院	福建
UNI1982	青岛农业大学	山东
UNI1983	青岛农业大学海都学院	山东
UNI1984	青岛大学	山东
UNI1985	青岛工学院	山东
UNI1986	青岛恒星科技学院	山东
UNI1987	青岛求实职业技术学院	山东
UNI1988	青岛港湾职业技术学院	山东
UNI1989	青岛滨海学院	山东
UNI1990	青岛理工大学	山东
UNI1991	青岛理工大学琴岛学院	山东
UNI1992	青岛科技大学	山东
UNI1993	青岛职业技术学院	山东
UNI1994	青岛远洋船员职业学院	山东
UNI1995	青岛酒店管理职业技术学院	山东
UNI1996	青岛黄海学院	山东
UNI1997	青海交通职业技术学院	青海
UNI1998	青海卫生职业技术学院	青海
UNI1999	青海大学	青海
UNI2000	青海大学昆仑学院	青海
UNI2001	青海师范大学	青海
UNI2002	青海建筑职业技术学院	青海
UNI2003	青海柴达木职业技术学院	青海
UNI2004	青海民族大学	青海
UNI2005	青海畜牧兽医职业技术学院	青海
UNI2006	青海警官职业学院	青海
UNI2007	青海高等职业技术学院	青海
UNI2008	鞍山师范学院	辽宁
UNI2009	韩山师范学院	广东
UNI2010	韶关学院	广东
UNI2011	顺德职业技术学院	广东
UNI2012	首都医科大学	北京
UNI2013	首都师范大学	北京
UNI2014	首都师范大学科德学院	北京
UNI2015	首都经济贸易大学	北京
UNI2016	香港中文大学（深圳）	广东
UNI2017	鲁东大学	山东
UNI2018	鹤壁职业技术学院	河南
UNI2019	鹤岗师范高等专科学校	黑龙江
UNI2020	黄冈师范学院	湖北
UNI2021	黄冈科技职业学院	湖北
UNI2022	黄冈职业技术学院	湖北
UNI2023	黄河水利职业技术学院	河南
UNI2024	黄河科技学院	河南
UNI2025	黄淮学院	河南
UNI2026	黎明职业大学	福建
UNI2027	黑河学院	黑龙江
UNI2028	黑龙江三江美术职业学院	黑龙江
UNI2029	黑龙江东方学院	黑龙江
UNI2030	黑龙江中医药大学	黑龙江
UNI2031	黑龙江交通职业技术学院	黑龙江
UNI2032	黑龙江八一农垦大学	黑龙江
UNI2033	黑龙江农业工程职业学院	黑龙江
UNI2034	黑龙江农业经济职业学院	黑龙江
UNI2035	黑龙江农业职业技术学院	黑龙江
UNI2036	黑龙江农垦科技职业学院	黑龙江
UNI2037	黑龙江农垦职业学院	黑龙江
UNI2038	黑龙江司法警官职业学院	黑龙江
UNI2039	黑龙江商业职业学院	黑龙江
UNI2040	黑龙江外国语学院	黑龙江
UNI2041	黑龙江大学	黑龙江
UNI2042	黑龙江工业学院	黑龙江
UNI2043	黑龙江工商学院	黑龙江
UNI2044	黑龙江工程学院	黑龙江
UNI2045	黑龙江幼儿师范高等专科学校	黑龙江
UNI2046	黑龙江建筑职业技术学院	黑龙江
UNI2047	黑龙江护理高等专科学校	黑龙江
UNI2048	黑龙江旅游职业技术学院	黑龙江
UNI2049	黑龙江林业职业技术学院	黑龙江
UNI2050	黑龙江民族职业学院	黑龙江
UNI2051	黑龙江生态工程职业学院	黑龙江
UNI2052	黑龙江生物科技职业学院	黑龙江
UNI2053	黑龙江科技大学	黑龙江
UNI2054	黑龙江职业学院	黑龙江
UNI2055	黑龙江能源职业学院	黑龙江
UNI2056	黑龙江艺术职业学院	黑龙江
UNI2057	黑龙江财经学院	黑龙江
UNI2058	黔东南民族职业技术学院	贵州
UNI2059	黔南民族医学高等专科学校	贵州
UNI2060	黔南民族师范学院	贵州
UNI2061	黔南民族幼儿师范高等专科学校	贵州
UNI2062	黔南民族职业技术学院	贵州
UNI2063	黔西南民族职业技术学院	贵州
UNI2064	齐鲁医药学院	山东
UNI2065	齐鲁工业大学	山东
UNI2066	齐鲁理工学院	山东
UNI2067	齐齐哈尔医学院	黑龙江
UNI2068	齐齐哈尔大学	黑龙江
UNI2069	齐齐哈尔工程学院	黑龙江
UNI2070	齐齐哈尔高等师范专科学校	黑龙江
UNI2071	龙岩学院	福建
